,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,52.0,20.0,0.722,—,116.4,109.9,5.84
1,New York Knicks,40.0,32.0,0.556,12.0,110.3,110.1,0.49
2,Syracuse Nationals,35.0,37.0,0.486,17.0,113.1,109.1,3.74
3,Philadelphia Warriors,32.0,40.0,0.444,20.0,103.3,106.3,-2.29
4,St. Louis Hawks,49.0,23.0,0.681,—,108.8,105.1,2.89
5,Minneapolis Lakers,33.0,39.0,0.458,16.0,106.0,107.3,-1.42
6,Detroit Pistons,28.0,44.0,0.389,21.0,105.1,106.3,-1.36
7,Cincinnati Royals,19.0,53.0,0.264,30.0,103.1,111.9,-7.89
