,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,POR,Bill Walton,UCLA,10.0,468.0,13250.0,6215.0,4923.0,1590.0,0.521,0.0,0.66,28.3,13.3,10.5,3.4,39.3,0.142,4.3,21.3
2,2.0,PHI,Marvin Barnes,Providence,4.0,171.0,3718.0,1569.0,946.0,252.0,0.442,0.0,0.672,21.7,9.2,5.5,1.5,4.4,0.057,-1.7,0.3
3,3.0,SEA,Tom Burleson,NC State,7.0,446.0,9425.0,4190.0,2794.0,601.0,0.445,0.0,0.726,21.1,9.4,6.3,1.3,22.9,0.117,0.2,5.1
4,4.0,PHO,John Shumate,Notre Dame,5.0,318.0,9201.0,3920.0,2388.0,574.0,0.516,0.0,0.72,28.9,12.3,7.5,1.8,24.5,0.128,1.0,6.9
5,5.0,HOU,Bobby Jones,UNC,10.0,774.0,20177.0,8911.0,4256.0,1888.0,0.55,0.0,0.78,26.1,11.5,5.5,2.4,73.7,0.175,4.0,30.6
6,6.0,KCO,Scott Wedman,Colorado,13.0,906.0,25927.0,11916.0,4355.0,1771.0,0.481,0.335,0.794,28.6,13.2,4.8,2.0,53.7,0.099,-0.4,10.5
7,7.0,ATL,Tom Henderson,Hawaii,9.0,650.0,17690.0,6088.0,1494.0,3136.0,0.433,0.0,0.739,27.2,9.4,2.3,4.8,22.1,0.06,-1.0,4.4
8,8.0,CLE,Campy Russell,Michigan,9.0,566.0,16781.0,8953.0,2696.0,1684.0,0.459,0.366,0.772,29.6,15.8,4.8,3.0,35.8,0.103,0.3,9.8
9,9.0,BUF,Tom McMillen,Maryland,11.0,729.0,14770.0,5914.0,2913.0,788.0,0.483,0.12,0.806,20.3,8.1,4.0,1.1,27.2,0.088,-2.0,-0.1
10,10.0,ATL,Mike Sojourner,Utah,3.0,191.0,4282.0,1658.0,1237.0,172.0,0.48,0.0,0.671,22.4,8.7,6.5,0.9,8.2,0.092,-1.0,1.1
11,11.0,GSW,Jamaal Wilkes,UCLA,12.0,828.0,27275.0,14644.0,5117.0,2050.0,0.499,0.135,0.759,32.9,17.7,6.2,2.5,71.3,0.125,0.0,14.1
12,12.0,LAL,Brian Winters,South Carolina,9.0,650.0,19938.0,10537.0,1688.0,2674.0,0.475,0.363,0.842,30.7,16.2,2.6,4.1,38.6,0.093,-0.5,7.8
13,13.0,WSB,Len Elmore,Maryland,8.0,505.0,8384.0,2327.0,2146.0,459.0,0.413,0.0,0.715,16.6,4.6,4.2,0.9,13.3,0.076,-1.2,1.6
14,14.0,CHI,Maurice Lucas,Marquette,12.0,855.0,24787.0,12339.0,7520.0,1987.0,0.473,0.111,0.763,29.0,14.4,8.8,2.3,58.7,0.114,-0.3,10.6
15,15.0,DET,Al Eberhard,Missouri,4.0,220.0,4138.0,1490.0,760.0,175.0,0.433,0.0,0.797,18.8,6.8,3.5,0.8,5.3,0.062,-2.5,-0.5
16,16.0,CHI,Cliff Pondexter,Cal State Long Beach,3.0,197.0,2856.0,778.0,747.0,218.0,0.416,0.0,0.667,14.5,3.9,3.8,1.1,4.7,0.079,-0.6,1.0
17,17.0,BOS,Glenn McDonald,Cal State Long Beach,3.0,146.0,1493.0,609.0,215.0,99.0,0.4,0.0,0.732,10.2,4.2,1.5,0.7,1.1,0.034,-2.8,-0.4
