,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Shareef Abdur-Rahim,PF,28.0,POR,54.0,49.0,1867.0,9.6,19.2,0.503,0.4,1.1,0.385,9.2,18.1,0.51,6.3,7.3,0.866,3.5,7.7,11.2,3.2,1.4,0.7,3.3,4.3,26.0,0.0,113.0,108.0
1,Cory Alexander,SG,31.0,CHA,16.0,1.0,201.0,4.1,12.7,0.327,2.1,4.9,0.421,2.1,7.8,0.267,2.3,3.1,0.75,2.1,5.4,7.5,9.6,2.3,0.3,4.9,7.5,12.7,0.0,91.0,108.0
2,Malik Allen,PF,26.0,TOT,36.0,1.0,519.0,8.5,17.9,0.475,0.0,0.0,0.0,8.5,17.9,0.475,2.6,2.8,0.929,4.0,6.0,10.0,1.8,0.9,2.2,1.8,5.4,19.6,0.0,108.0,106.0
3,Malik Allen,PF,26.0,MIA,14.0,0.0,248.0,7.5,16.2,0.461,0.0,0.0,0.0,7.5,16.2,0.461,2.8,3.0,0.929,5.1,6.0,11.1,2.3,0.9,2.3,2.3,6.2,17.7,0.0,107.0,104.0
4,Malik Allen,PF,26.0,CHA,22.0,1.0,271.0,9.4,19.4,0.485,0.0,0.0,0.0,9.4,19.4,0.485,2.5,2.7,0.929,3.1,6.0,9.0,1.3,1.0,2.1,1.3,4.6,21.3,0.0,108.0,109.0
5,Ray Allen*,SG,29.0,SEA,78.0,78.0,3064.0,11.4,26.6,0.428,3.7,9.9,0.376,7.7,16.7,0.459,6.7,7.6,0.883,1.4,4.8,6.2,5.2,1.5,0.1,3.0,3.0,33.3,0.0,117.0,112.0
6,Tony Allen,SG,23.0,BOS,77.0,34.0,1262.0,7.5,15.8,0.475,0.5,1.3,0.387,7.0,14.5,0.483,4.6,6.2,0.737,3.5,5.5,9.0,2.6,3.1,1.0,3.1,6.4,20.1,0.0,106.0,104.0
7,Rafer Alston,PG,28.0,TOR,80.0,78.0,2717.0,7.7,18.6,0.414,2.6,7.4,0.357,5.0,11.2,0.451,3.6,4.9,0.74,0.8,4.5,5.3,9.8,2.2,0.1,3.2,4.0,21.7,0.0,108.0,109.0
8,Chris Andersen,C,26.0,NOH,67.0,2.0,1430.0,7.3,13.7,0.534,0.0,0.1,0.0,7.3,13.6,0.538,5.0,7.3,0.689,5.3,10.5,15.7,2.7,0.5,3.8,2.5,5.5,19.7,0.0,116.0,104.0
9,Derek Anderson,SG,30.0,POR,47.0,32.0,1239.0,6.6,16.9,0.389,2.5,6.5,0.384,4.1,10.4,0.392,3.0,3.8,0.805,1.1,4.4,5.5,6.2,1.6,0.2,3.0,3.8,18.6,0.0,103.0,111.0
10,Kenny Anderson,PG,34.0,TOT,43.0,20.0,743.0,6.0,14.2,0.423,0.4,0.9,0.462,5.6,13.3,0.42,1.9,2.6,0.73,1.7,4.5,6.2,7.3,2.3,0.0,3.5,6.2,14.4,0.0,96.0,112.0
11,Kenny Anderson,PG,34.0,ATL,39.0,20.0,717.0,5.9,13.9,0.426,0.4,1.0,0.462,5.5,13.0,0.424,2.0,2.7,0.73,1.7,4.4,6.1,7.2,2.4,0.0,3.4,5.9,14.3,0.0,97.0,112.0
12,Kenny Anderson,PG,34.0,LAC,4.0,0.0,26.0,8.3,22.8,0.364,0.0,0.0,0.0,8.3,22.8,0.364,0.0,0.0,0.0,2.1,8.3,10.4,10.4,0.0,0.0,6.2,12.4,16.6,0.0,77.0,110.0
13,Shandon Anderson,SF-SG,31.0,TOT,66.0,5.0,1171.0,4.4,9.8,0.452,0.2,1.3,0.172,4.2,8.5,0.495,2.4,3.0,0.818,1.9,6.8,8.6,3.2,1.8,0.6,2.3,6.2,11.5,0.0,103.0,103.0
14,Shandon Anderson,SG,31.0,NYK,1.0,0.0,20.0,0.0,5.3,0.0,0.0,2.6,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0,2.6,0.0,0.0,0.0,2.6,5.3,0.0,0.0,23.0,117.0
15,Shandon Anderson,SF,31.0,MIA,65.0,5.0,1151.0,4.5,9.9,0.456,0.2,1.3,0.179,4.3,8.6,0.497,2.5,3.0,0.818,1.8,6.9,8.7,3.2,1.8,0.6,2.3,6.2,11.7,0.0,104.0,103.0
16,Carmelo Anthony,SF,20.0,DEN,75.0,75.0,2608.0,10.4,24.2,0.431,0.8,3.1,0.266,9.6,21.1,0.455,9.0,11.3,0.796,2.8,5.6,8.4,3.8,1.3,0.6,4.4,4.5,30.7,0.0,103.0,107.0
17,Rafael Araujo,C,24.0,TOR,59.0,41.0,736.0,5.3,12.3,0.434,0.1,0.2,0.333,5.3,12.1,0.436,3.0,3.9,0.782,4.2,8.9,13.0,1.1,1.5,0.6,3.7,11.0,13.8,0.0,92.0,107.0
18,Gilbert Arenas,PG,23.0,WAS,80.0,80.0,3274.0,10.3,23.9,0.431,3.2,8.8,0.365,7.1,15.1,0.469,8.2,10.1,0.814,1.3,4.6,5.9,6.5,2.2,0.4,3.8,3.8,32.0,0.0,115.0,109.0
19,Trevor Ariza,SF,19.0,NYK,80.0,12.0,1382.0,6.6,14.9,0.442,0.1,0.5,0.231,6.5,14.4,0.449,4.6,6.7,0.695,3.4,5.9,9.3,3.3,2.7,0.7,2.8,5.7,17.9,0.0,103.0,107.0
