,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Alaa Abdelnaby,PF,26.0,TOT,54.0,0.0,506.0,12.1,23.8,0.511,0.0,0.2,0.0,12.1,23.5,0.515,2.1,3.6,0.571,3.8,7.9,11.7,1.3,1.5,1.2,4.6,10.7,26.3,0.0,94.0,105.0
1,Alaa Abdelnaby,PF,26.0,SAC,51.0,0.0,476.0,12.8,24.0,0.532,0.0,0.2,0.0,12.8,23.8,0.537,2.2,3.8,0.571,3.7,7.9,11.6,1.4,1.6,1.3,4.4,11.1,27.7,0.0,98.0,105.0
2,Alaa Abdelnaby,PF,26.0,PHI,3.0,0.0,30.0,1.8,19.3,0.091,0.0,0.0,0.0,1.8,19.3,0.091,0.0,0.0,0.0,5.3,8.8,14.1,0.0,0.0,0.0,8.8,3.5,3.5,0.0,26.0,113.0
3,Mahmoud Abdul-Rauf,PG,25.0,DEN,73.0,43.0,2082.0,11.9,25.3,0.47,2.1,5.4,0.386,9.8,19.9,0.492,3.5,3.9,0.885,0.8,2.6,3.5,6.6,1.9,0.2,3.0,3.2,29.4,0.0,112.0,112.0
4,Michael Adams,PG,32.0,CHH,29.0,0.0,443.0,8.0,17.6,0.453,3.4,9.6,0.358,4.5,8.0,0.567,3.0,3.6,0.833,0.7,2.7,3.4,11.3,2.7,0.1,3.1,4.9,22.3,0.0,119.0,107.0
5,Rafael Addison,SF,30.0,DET,79.0,16.0,1776.0,8.1,17.0,0.476,0.7,2.4,0.289,7.4,14.6,0.507,2.1,2.9,0.747,1.9,5.1,7.0,3.2,1.5,0.7,2.2,6.8,19.0,0.0,105.0,114.0
6,Danny Ainge,SG,35.0,PHO,74.0,1.0,1374.0,7.1,15.4,0.46,2.8,7.8,0.364,4.2,7.6,0.558,3.8,4.7,0.808,0.9,3.1,4.0,7.6,1.7,0.3,2.9,5.6,20.8,0.0,119.0,113.0
7,Victor Alexander,C,25.0,GSW,50.0,29.0,1237.0,9.1,17.7,0.515,0.2,1.0,0.24,8.9,16.7,0.531,1.4,2.4,0.6,3.4,8.1,11.5,2.4,1.1,1.1,3.0,5.7,19.9,0.0,102.0,111.0
8,Derrick Alston,C,22.0,PHI,64.0,1.0,1032.0,6.1,13.2,0.465,0.0,0.2,0.0,6.1,13.0,0.472,3.0,6.1,0.492,5.0,6.2,11.2,1.7,2.0,1.8,2.7,5.5,15.3,0.0,99.0,109.0
9,Greg Anderson,PF,30.0,ATL,51.0,0.0,622.0,4.9,8.9,0.548,0.0,0.0,0.0,4.9,8.9,0.548,2.9,6.1,0.479,5.3,10.8,16.1,1.5,2.0,2.7,2.7,8.8,12.7,0.0,105.0,100.0
