,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Gary Alcorn,C,24.0,LAL,20.0,0.0,8.7,0.6,2.0,0.3,0.0,0.0,0.0,0.6,2.0,0.3,0.3,0.4,0.4,0.875,0.0,0.0,2.5,0.1,0.0,0.0,0.0,2.4,1.6
1,Paul Arizin*,SF,32.0,PHW,79.0,0.0,37.2,8.2,19.4,0.425,0.0,0.0,0.0,8.2,19.4,0.425,0.425,6.7,8.1,0.833,0.0,0.0,8.6,2.4,0.0,0.0,0.0,4.2,23.2
2,Al Attles*,PG,24.0,PHW,77.0,0.0,20.1,2.9,7.1,0.409,0.0,0.0,0.0,2.9,7.1,0.409,0.409,1.3,2.1,0.599,0.0,0.0,2.8,2.3,0.0,0.0,0.0,3.1,7.0
3,Dick Barnett,SG,24.0,SYR,78.0,0.0,26.5,6.9,15.3,0.452,0.0,0.0,0.0,6.9,15.3,0.452,0.452,3.1,4.3,0.712,0.0,0.0,3.6,2.8,0.0,0.0,0.0,2.2,16.9
4,Elgin Baylor*,SF,26.0,LAL,73.0,0.0,42.9,12.8,29.7,0.43,0.0,0.0,0.0,12.8,29.7,0.43,0.43,9.3,11.8,0.783,0.0,0.0,19.8,5.1,0.0,0.0,0.0,3.8,34.8
5,Ernie Beck,SG,29.0,TOT,10.0,0.0,8.2,1.0,2.9,0.345,0.0,0.0,0.0,1.0,2.9,0.345,0.345,0.6,0.7,0.857,0.0,0.0,2.3,1.5,0.0,0.0,0.0,1.0,2.6
6,Ernie Beck,SG,29.0,STL,7.0,0.0,8.9,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.7,0.7,1.0,0.0,0.0,1.7,1.9,0.0,0.0,0.0,0.9,2.7
7,Ernie Beck,SG,29.0,SYR,3.0,0.0,6.7,1.0,2.7,0.375,0.0,0.0,0.0,1.0,2.7,0.375,0.375,0.3,0.7,0.5,0.0,0.0,3.7,0.7,0.0,0.0,0.0,1.3,2.3
8,Whitey Bell,PG,28.0,NYK,5.0,0.0,9.0,1.4,3.6,0.389,0.0,0.0,0.0,1.4,3.6,0.389,0.389,0.2,0.6,0.333,0.0,0.0,1.4,0.2,0.0,0.0,0.0,1.4,3.0
9,Al Bianchi,PG,28.0,SYR,52.0,0.0,12.8,2.3,6.6,0.345,0.0,0.0,0.0,2.3,6.6,0.345,0.345,1.2,1.7,0.69,0.0,0.0,2.0,1.8,0.0,0.0,0.0,2.6,5.7
10,Bucky Bockhorn,SG,27.0,CIN,79.0,0.0,33.8,5.3,13.4,0.397,0.0,0.0,0.0,5.3,13.4,0.397,0.397,1.9,2.6,0.731,0.0,0.0,5.5,4.3,0.0,0.0,0.0,3.6,12.6
11,Bob Boozer,PF,23.0,CIN,79.0,0.0,19.9,3.2,7.6,0.415,0.0,0.0,0.0,3.2,7.6,0.415,0.415,2.1,3.1,0.672,0.0,0.0,6.2,1.4,0.0,0.0,0.0,2.4,8.4
12,Carl Braun*,PG,33.0,NYK,15.0,0.0,14.5,2.5,5.3,0.468,0.0,0.0,0.0,2.5,5.3,0.468,0.468,0.7,0.9,0.786,0.0,0.0,2.1,3.2,0.0,0.0,0.0,1.9,5.7
13,Dave Budd,SF,22.0,NYK,61.0,0.0,17.6,2.6,5.9,0.432,0.0,0.0,0.0,2.6,5.9,0.432,0.432,1.4,2.2,0.649,0.0,0.0,4.9,0.7,0.0,0.0,0.0,2.8,6.5
14,Barney Cable,SF,25.0,SYR,75.0,0.0,21.9,3.5,7.7,0.463,0.0,0.0,0.0,3.5,7.7,0.463,0.463,1.0,1.4,0.676,0.0,0.0,6.3,1.1,0.0,0.0,0.0,3.3,8.1
15,Wilt Chamberlain*,C,24.0,PHW,79.0,0.0,47.8,15.8,31.1,0.509,0.0,0.0,0.0,15.8,31.1,0.509,0.509,6.7,13.3,0.504,0.0,0.0,27.2,1.9,0.0,0.0,0.0,1.6,38.4
16,Gene Conley,PF,30.0,BOS,75.0,0.0,16.6,2.4,6.6,0.37,0.0,0.0,0.0,2.4,6.6,0.37,0.37,1.4,2.0,0.693,0.0,0.0,7.3,0.5,0.0,0.0,0.0,3.7,6.3
