,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,59.0,21.0,0.738,—,113.0,105.1,6.93
1,Cincinnati Royals,55.0,25.0,0.688,4.0,114.7,109.7,4.43
2,Philadelphia 76ers,34.0,46.0,0.425,25.0,112.2,116.5,-3.75
3,New York Knicks,22.0,58.0,0.275,37.0,112.2,119.0,-5.91
4,San Francisco Warriors,48.0,32.0,0.6,—,107.7,102.6,4.41
5,St. Louis Hawks,46.0,34.0,0.575,2.0,110.0,108.4,1.39
6,Los Angeles Lakers,42.0,38.0,0.525,6.0,109.7,108.7,0.87
7,Baltimore Bullets,31.0,49.0,0.388,17.0,111.9,113.6,-1.59
8,Detroit Pistons,23.0,57.0,0.288,25.0,107.8,115.5,-6.77
