,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bud Acton,SF,26.0,SDR,23.0,0.0,195.0,5.4,13.7,0.392,0.0,0.0,0.0,5.4,13.7,0.392,3.5,5.4,0.655,0.0,0.0,8.7,2.0,0.0,0.0,0.0,6.5,14.2
1,Henry Akin,C,23.0,SEA,36.0,0.0,259.0,6.4,19.0,0.336,0.0,0.0,0.0,6.4,19.0,0.336,2.8,4.3,0.645,0.0,0.0,7.9,1.9,0.0,0.0,0.0,6.7,15.6
2,Cliff Anderson,SG,23.0,LAL,18.0,0.0,94.0,2.7,11.1,0.241,0.0,0.0,0.0,2.7,11.1,0.241,4.6,10.7,0.429,0.0,0.0,4.2,6.5,0.0,0.0,0.0,6.9,10.0
3,Al Attles*,PG,31.0,SFW,67.0,0.0,1992.0,4.6,9.8,0.467,0.0,0.0,0.0,4.6,9.8,0.467,2.7,3.9,0.694,0.0,0.0,5.0,7.0,0.0,0.0,0.0,5.1,11.8
4,Jim Barnes,PF,26.0,TOT,79.0,0.0,1425.0,5.6,12.6,0.443,0.0,0.0,0.0,5.6,12.6,0.443,3.4,4.8,0.696,0.0,0.0,10.5,1.4,0.0,0.0,0.0,6.6,14.5
5,Jim Barnes,PF,26.0,LAL,42.0,0.0,713.0,5.1,11.9,0.43,0.0,0.0,0.0,5.1,11.9,0.43,3.0,4.4,0.67,0.0,0.0,10.7,1.4,0.0,0.0,0.0,6.8,13.2
6,Jim Barnes,PF,26.0,CHI,37.0,0.0,712.0,6.1,13.3,0.455,0.0,0.0,0.0,6.1,13.3,0.455,3.7,5.2,0.718,0.0,0.0,10.3,1.4,0.0,0.0,0.0,6.5,15.9
7,Dick Barnett,SG,31.0,NYK,81.0,0.0,2488.0,8.1,16.8,0.482,0.0,0.0,0.0,8.1,16.8,0.482,5.0,6.4,0.78,0.0,0.0,3.4,3.5,0.0,0.0,0.0,3.2,21.1
8,Jim Barnett,SG,23.0,SDR,47.0,0.0,1068.0,6.0,15.4,0.393,0.0,0.0,0.0,6.0,15.4,0.393,2.8,4.0,0.712,0.0,0.0,5.2,4.5,0.0,0.0,0.0,3.4,14.9
9,John Barnhill,PG,29.0,SDR,75.0,0.0,1883.0,5.6,13.4,0.421,0.0,0.0,0.0,5.6,13.4,0.421,2.9,4.5,0.658,0.0,0.0,3.3,5.0,0.0,0.0,0.0,2.7,14.2
10,Elgin Baylor*,SF,33.0,LAL,77.0,0.0,3029.0,9.0,20.3,0.443,0.0,0.0,0.0,9.0,20.3,0.443,5.8,7.4,0.786,0.0,0.0,11.2,4.2,0.0,0.0,0.0,2.8,23.8
11,Zelmo Beaty*,C,28.0,STL,82.0,0.0,3068.0,7.5,15.4,0.488,0.0,0.0,0.0,7.5,15.4,0.488,5.3,6.7,0.794,0.0,0.0,11.3,2.0,0.0,0.0,0.0,3.5,20.3
12,Walt Bellamy*,C,28.0,NYK,82.0,0.0,2695.0,6.8,12.6,0.541,0.0,0.0,0.0,6.8,12.6,0.541,4.7,7.1,0.662,0.0,0.0,12.8,2.2,0.0,0.0,0.0,3.5,18.3
13,Dave Bing*,PG,24.0,DET,79.0,0.0,3209.0,9.4,21.2,0.441,0.0,0.0,0.0,9.4,21.2,0.441,5.3,7.5,0.707,0.0,0.0,4.2,5.7,0.0,0.0,0.0,2.8,24.0
14,John Block,C,23.0,SDR,52.0,0.0,1805.0,7.3,17.3,0.423,0.0,0.0,0.0,7.3,17.3,0.423,6.3,7.9,0.802,0.0,0.0,11.4,1.4,0.0,0.0,0.0,3.8,20.9
15,Bob Boozer,PF,30.0,CHI,77.0,0.0,2988.0,7.5,15.2,0.492,0.0,0.0,0.0,7.5,15.2,0.492,5.0,6.4,0.768,0.0,0.0,9.1,1.5,0.0,0.0,0.0,2.8,19.9
16,Nate Bowman,C,24.0,NYK,42.0,0.0,272.0,6.9,17.7,0.388,0.0,0.0,0.0,6.9,17.7,0.388,1.3,2.0,0.667,0.0,0.0,15.0,2.6,0.0,0.0,0.0,9.1,15.1
17,Bill Bradley*,SF,24.0,NYK,45.0,0.0,874.0,5.8,14.0,0.416,0.0,0.0,0.0,5.8,14.0,0.416,3.1,4.3,0.731,0.0,0.0,4.7,5.6,0.0,0.0,0.0,5.7,14.8
18,Bill Bridges,PF,28.0,STL,82.0,0.0,3197.0,5.2,11.4,0.462,0.0,0.0,0.0,5.2,11.4,0.462,3.9,5.5,0.717,0.0,0.0,12.4,2.8,0.0,0.0,0.0,4.1,14.4
19,Tyrone Britt,SG,23.0,SDR,11.0,0.0,84.0,5.6,14.6,0.382,0.0,0.0,0.0,5.6,14.6,0.382,0.9,1.3,0.667,0.0,0.0,6.4,5.1,0.0,0.0,0.0,4.3,12.0
20,Em Bryant,PG,29.0,NYK,77.0,0.0,968.0,4.2,10.8,0.385,0.0,0.0,0.0,4.2,10.8,0.385,2.2,3.2,0.686,0.0,0.0,4.9,5.0,0.0,0.0,0.0,6.4,10.5
21,Jim Burns,SG,22.0,CHI,3.0,0.0,11.0,6.5,22.9,0.286,0.0,0.0,0.0,6.5,22.9,0.286,0.0,0.0,0.0,0.0,0.0,6.5,3.3,0.0,0.0,0.0,3.3,13.1
23,Jim Caldwell,C,25.0,NYK,2.0,0.0,7.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,5.1,0.0
24,Joe Caldwell,SF,26.0,STL,79.0,0.0,2641.0,7.7,16.6,0.463,0.0,0.0,0.0,7.7,16.6,0.463,2.2,4.0,0.569,0.0,0.0,4.6,3.3,0.0,0.0,0.0,2.8,17.6
25,George Carter,SF,24.0,DET,1.0,0.0,5.0,7.2,14.4,0.5,0.0,0.0,0.0,7.2,14.4,0.5,7.2,7.2,1.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,21.6
26,Wilt Chamberlain*,C,31.0,PHI,82.0,0.0,3836.0,7.7,12.9,0.595,0.0,0.0,0.0,7.7,12.9,0.595,3.3,8.7,0.38,0.0,0.0,18.3,6.6,0.0,0.0,0.0,1.5,18.7
27,Len Chappell,C-PF,27.0,TOT,67.0,0.0,1064.0,8.0,15.5,0.513,0.0,0.0,0.0,8.0,15.5,0.513,4.7,6.6,0.711,0.0,0.0,12.2,1.8,0.0,0.0,0.0,4.0,20.6
28,Len Chappell,PF,27.0,CIN,10.0,0.0,65.0,8.3,16.6,0.5,0.0,0.0,0.0,8.3,16.6,0.5,4.4,5.5,0.8,0.0,0.0,8.3,2.8,0.0,0.0,0.0,3.3,21.0
29,Len Chappell,C,27.0,DET,57.0,0.0,999.0,7.9,15.4,0.514,0.0,0.0,0.0,7.9,15.4,0.514,4.7,6.6,0.707,0.0,0.0,12.5,1.7,0.0,0.0,0.0,4.1,20.5
30,Archie Clark,PG,26.0,LAL,81.0,0.0,3039.0,7.4,15.5,0.48,0.0,0.0,0.0,7.4,15.5,0.48,4.2,5.7,0.74,0.0,0.0,4.1,4.2,0.0,0.0,0.0,2.8,19.1
31,Barry Clemens,SF,24.0,CHI,78.0,0.0,1631.0,6.6,14.8,0.449,0.0,0.0,0.0,6.6,14.8,0.449,2.7,3.8,0.724,0.0,0.0,8.3,2.2,0.0,0.0,0.0,4.9,16.0
32,Larry Costello,PG,36.0,PHI,28.0,0.0,492.0,4.9,10.8,0.453,0.0,0.0,0.0,4.9,10.8,0.453,4.9,5.9,0.827,0.0,0.0,3.7,5.0,0.0,0.0,0.0,4.5,14.7
33,Mel Counts,PF,26.0,LAL,82.0,0.0,1739.0,7.9,16.7,0.475,0.0,0.0,0.0,7.9,16.7,0.475,3.9,5.3,0.748,0.0,0.0,15.2,2.9,0.0,0.0,0.0,6.4,19.8
34,Freddie Crawford,SG,26.0,TOT,69.0,0.0,1182.0,6.8,15.4,0.442,0.0,0.0,0.0,6.8,15.4,0.442,3.4,5.5,0.62,0.0,0.0,5.9,4.3,0.0,0.0,0.0,5.2,17.0
35,Freddie Crawford,SG,26.0,NYK,31.0,0.0,426.0,5.5,15.0,0.367,0.0,0.0,0.0,5.5,15.0,0.367,3.1,5.0,0.627,0.0,0.0,7.0,3.9,0.0,0.0,0.0,5.7,14.1
36,Freddie Crawford,SG,26.0,LAL,38.0,0.0,756.0,7.6,15.7,0.482,0.0,0.0,0.0,7.6,15.7,0.482,3.5,5.7,0.617,0.0,0.0,5.3,4.5,0.0,0.0,0.0,5.0,18.7
37,Billy Cunningham*,SF,24.0,PHI,74.0,0.0,2076.0,8.9,20.4,0.438,0.0,0.0,0.0,8.9,20.4,0.438,6.4,8.8,0.723,0.0,0.0,9.7,3.2,0.0,0.0,0.0,4.5,24.3
38,Jim Davis,C,26.0,STL,50.0,0.0,394.0,5.6,12.7,0.439,0.0,0.0,0.0,5.6,12.7,0.439,2.3,5.8,0.391,0.0,0.0,11.2,1.2,0.0,0.0,0.0,7.8,13.4
39,Dave DeBusschere*,SF,27.0,DET,80.0,0.0,3125.0,6.6,14.9,0.442,0.0,0.0,0.0,6.6,14.9,0.442,3.3,5.0,0.664,0.0,0.0,12.5,2.1,0.0,0.0,0.0,3.5,16.5
40,Connie Dierking,C,31.0,CIN,81.0,0.0,2637.0,7.4,15.9,0.467,0.0,0.0,0.0,7.4,15.9,0.467,3.2,4.2,0.765,0.0,0.0,10.5,2.6,0.0,0.0,0.0,4.3,18.1
