,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Tariq Abdul-Wahad,SG,25.0,TOT,61.0,56.0,1578.0,8.6,20.3,0.424,0.1,0.7,0.13,8.5,19.6,0.435,4.6,6.1,0.756,3.2,6.0,9.2,3.1,1.9,0.9,3.3,4.6,21.9,0.0,98.0,103.0
1,Tariq Abdul-Wahad,SG,25.0,ORL,46.0,46.0,1205.0,9.1,21.1,0.433,0.1,0.9,0.095,9.0,20.2,0.447,4.7,6.2,0.762,3.2,6.6,9.8,2.9,2.2,0.7,3.6,4.7,23.0,0.0,98.0,101.0
2,Tariq Abdul-Wahad,SG,25.0,DEN,15.0,10.0,373.0,6.9,17.8,0.389,0.1,0.3,0.5,6.8,17.5,0.388,4.2,5.7,0.738,3.3,3.8,7.1,3.5,0.8,1.6,2.6,4.2,18.2,0.0,96.0,109.0
3,Shareef Abdur-Rahim,SF,23.0,VAN,82.0,82.0,3223.0,9.7,20.9,0.465,0.5,1.6,0.302,9.3,19.3,0.478,7.3,9.0,0.809,3.6,9.9,13.5,4.4,1.5,1.4,4.1,4.0,27.2,0.0,108.0,106.0
4,Cory Alexander,PG,26.0,DEN,29.0,2.0,329.0,4.3,15.1,0.286,1.4,5.4,0.257,2.9,9.7,0.302,2.6,3.4,0.773,1.2,5.2,6.5,8.9,3.7,0.3,4.3,6.0,12.6,0.0,84.0,103.0
5,Ray Allen*,SG,24.0,MIL,82.0,82.0,3070.0,10.8,23.8,0.455,2.9,6.9,0.423,7.9,16.9,0.468,6.0,6.7,0.887,1.4,4.7,6.1,5.2,1.9,0.3,3.1,3.2,30.5,0.0,115.0,110.0
6,Rafer Alston,PG,23.0,MIL,27.0,0.0,361.0,3.9,13.6,0.284,0.4,2.0,0.214,3.4,11.6,0.296,0.4,0.6,0.75,0.7,2.6,3.3,10.0,1.7,0.0,4.2,4.2,8.6,0.0,76.0,112.0
7,John Amaechi,C,29.0,ORL,80.0,53.0,1684.0,9.0,20.5,0.437,0.0,0.2,0.167,8.9,20.3,0.439,6.5,8.5,0.766,1.8,6.0,7.8,2.8,1.0,1.1,4.1,4.7,24.5,0.0,98.0,104.0
8,Derek Anderson,SG,25.0,LAC,64.0,58.0,2201.0,8.8,20.0,0.438,1.3,4.1,0.309,7.5,15.8,0.472,6.3,7.2,0.877,1.9,4.1,6.0,5.1,2.1,0.3,3.9,3.5,25.1,0.0,105.0,111.0
9,Kenny Anderson,PG,29.0,BOS,82.0,82.0,2593.0,8.5,19.3,0.44,1.7,4.3,0.386,6.8,15.0,0.456,3.8,5.0,0.775,1.1,3.3,4.4,8.2,2.7,0.2,2.5,4.5,22.5,0.0,112.0,107.0
10,Nick Anderson,SG,32.0,SAC,72.0,72.0,2094.0,7.1,18.1,0.391,3.0,9.2,0.332,4.0,8.9,0.452,0.9,1.8,0.487,1.9,5.9,7.8,2.8,2.2,0.4,2.2,2.7,18.0,0.0,97.0,103.0
11,Shandon Anderson,SF,26.0,HOU,82.0,82.0,2700.0,6.9,14.7,0.473,1.5,4.2,0.351,5.5,10.4,0.523,3.7,4.8,0.767,1.7,5.5,7.2,4.5,1.8,0.6,3.7,3.4,19.0,0.0,106.0,107.0
12,Chris Anstey,C,25.0,CHI,73.0,11.0,1007.0,8.6,19.4,0.442,0.1,0.3,0.167,8.5,19.1,0.447,6.2,7.8,0.789,4.8,10.1,14.9,3.5,1.5,1.3,4.3,9.6,23.4,0.0,100.0,102.0
13,Greg Anthony,PG,32.0,POR,82.0,3.0,1548.0,5.8,14.4,0.406,3.0,8.0,0.378,2.8,6.3,0.443,3.0,3.9,0.772,0.6,4.0,4.6,7.2,2.0,0.3,2.9,4.9,17.7,0.0,110.0,103.0
14,B.J. Armstrong,PG,32.0,CHI,27.0,18.0,583.0,7.6,17.1,0.446,1.2,2.7,0.448,6.4,14.5,0.446,2.0,2.3,0.88,0.2,4.1,4.3,7.2,0.6,0.1,3.7,3.1,18.5,0.0,98.0,110.0
15,Darrell Armstrong,PG,31.0,ORL,82.0,82.0,2590.0,9.2,21.3,0.433,2.6,7.7,0.34,6.6,13.6,0.485,4.3,4.7,0.911,1.2,3.9,5.1,9.5,3.2,0.2,4.7,2.6,25.3,0.0,107.0,102.0
16,Chucky Atkins,PG,25.0,ORL,82.0,0.0,1626.0,9.5,22.5,0.424,1.7,4.9,0.35,7.8,17.5,0.445,2.9,4.0,0.729,0.6,3.2,3.8,9.3,1.6,0.1,4.3,4.2,23.7,0.0,100.0,106.0
17,Stacey Augmon,SG,31.0,POR,59.0,0.0,692.0,6.4,13.5,0.474,0.0,0.2,0.0,6.4,13.4,0.48,2.9,4.2,0.673,3.2,5.7,9.0,4.1,2.1,0.8,2.9,5.3,15.7,0.0,103.0,101.0
18,Isaac Austin,C,30.0,WAS,59.0,23.0,1173.0,6.7,15.5,0.429,0.0,0.2,0.25,6.6,15.4,0.431,4.1,6.0,0.686,2.8,9.6,12.4,3.3,0.8,1.7,4.7,5.6,17.5,0.0,89.0,106.0
19,Anthony Avent,PF,30.0,LAC,49.0,3.0,377.0,3.9,13.0,0.302,0.0,0.0,0.0,3.9,13.0,0.302,3.1,4.3,0.719,3.1,6.9,10.0,1.5,2.2,2.0,3.3,8.4,11.0,0.0,76.0,107.0
20,William Avery,PG,20.0,MIN,59.0,1.0,484.0,6.1,19.6,0.309,1.9,6.8,0.286,4.1,12.8,0.322,2.6,3.9,0.667,0.9,3.5,4.3,9.5,1.5,0.2,4.5,6.5,16.6,0.0,84.0,107.0
21,Toby Bailey,SG,24.0,PHO,46.0,2.0,449.0,6.6,15.9,0.414,0.2,1.1,0.2,6.4,14.8,0.431,5.1,7.4,0.692,3.0,5.2,8.2,3.4,1.5,0.5,2.7,6.3,18.5,0.0,100.0,102.0
23,Vin Baker,C,28.0,SEA,79.0,75.0,2849.0,9.3,20.4,0.455,0.0,0.1,0.25,9.2,20.2,0.457,5.1,7.4,0.682,4.1,6.8,10.9,2.7,0.8,1.2,3.8,5.2,23.7,0.0,99.0,106.0
24,Charles Barkley*,PF,36.0,HOU,20.0,18.0,620.0,8.7,18.2,0.477,0.5,2.1,0.231,8.2,16.1,0.51,5.8,9.0,0.645,5.8,11.3,17.2,5.2,1.2,0.3,3.6,3.9,23.8,0.0,110.0,104.0
