,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,36.0,LAL,80.0,2622.0,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,0.0,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3
1,Alvan Adams,C,29.0,PHO,70.0,1452.0,16.6,0.513,0.007,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,0.0,1.5,1.8,3.3,0.109,0.7,0.9,1.6,1.3
2,Mark Aguirre,SF,24.0,DAL,79.0,2900.0,23.5,0.572,0.032,0.352,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,0.0,7.0,2.0,9.0,0.149,5.0,-1.2,3.7,4.1
3,Danny Ainge,SG,24.0,BOS,71.0,1154.0,10.4,0.498,0.061,0.155,3.0,8.3,5.7,18.4,1.7,0.2,15.4,16.2,0.0,0.5,1.3,1.8,0.076,-2.2,0.4,-1.8,0.0
4,J.J. Anderson,SF,23.0,UTA,48.0,311.0,11.6,0.427,0.023,0.223,13.6,8.0,10.6,9.6,2.2,1.5,12.3,20.8,0.0,-0.2,0.3,0.1,0.013,-2.1,-1.0,-3.1,-0.1
5,Richard Anderson,PF,23.0,DEN,78.0,1380.0,14.6,0.471,0.03,0.235,10.1,21.1,15.5,17.6,1.4,1.1,13.4,22.2,0.0,0.3,1.0,1.3,0.044,-0.9,-0.9,-1.9,0.0
6,Tiny Archibald*,PG,35.0,MIL,46.0,1038.0,10.6,0.526,0.065,0.362,1.8,6.3,4.2,21.1,1.6,0.0,19.4,16.3,0.0,0.3,1.1,1.4,0.065,-1.7,-0.3,-2.0,0.0
7,Ken Austin,SF,22.0,DET,7.0,28.0,5.6,0.462,0.0,0.0,7.3,4.0,5.7,4.8,1.7,2.0,18.8,22.0,0.0,0.0,0.0,0.0,-0.046,-4.7,-0.2,-4.9,0.0
8,John Bagley,PG,23.0,CLE,76.0,1712.0,12.8,0.485,0.028,0.326,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21.0,0.0,-0.4,1.3,0.9,0.025,-0.9,-0.9,-1.8,0.1
9,James Bailey,PF,26.0,HOU,73.0,1174.0,15.5,0.537,0.002,0.371,9.6,17.4,13.5,9.3,1.3,1.9,14.4,23.6,0.0,1.0,1.3,2.3,0.093,-1.1,-0.2,-1.3,0.2
10,Thurl Bailey,PF,22.0,UTA,81.0,2009.0,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,0.0,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8
11,Greg Ballard,SF,29.0,WSB,82.0,2701.0,15.3,0.515,0.014,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,0.0,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1
12,Gene Banks,PF,24.0,SAS,80.0,2600.0,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12.0,1.8,0.5,16.1,15.4,0.0,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1
13,Dave Batton,C,27.0,SAS,4.0,31.0,6.4,0.5,0.0,0.0,3.5,10.1,6.9,11.8,0.0,5.0,28.6,17.5,0.0,-0.1,0.0,0.0,-0.068,-4.4,0.2,-4.2,0.0
