,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,0.0,CIN,Jerry Lucas,Ohio State,11.0,829.0,32131.0,14053.0,12942.0,2732.0,0.499,0.0,0.783,38.8,17.0,15.6,3.3,98.4,0.147,1.3,1.4
2,0.0,DET,Dave DeBusschere,Detroit Mercy,12.0,875.0,31202.0,14053.0,9618.0,2497.0,0.432,0.0,0.699,35.7,16.1,11.0,2.9,60.8,0.093,1.7,2.5
5,1.0,CHZ,Bill McGill,Utah,3.0,158.0,2507.0,1613.0,611.0,168.0,0.486,0.0,0.711,15.9,10.2,3.9,1.1,6.7,0.128,0.0,0.0
6,2.0,NYK,Paul Hogue,Cincinnati,2.0,65.0,1487.0,409.0,461.0,48.0,0.365,0.0,0.448,22.9,6.3,7.1,0.7,-1.1,-0.036,0.0,0.0
7,3.0,STL,Zelmo Beaty,Prairie View A&M University,8.0,570.0,18348.0,9107.0,5949.0,839.0,0.469,0.0,0.75,32.2,16.0,10.4,1.5,58.2,0.152,-0.9,0.3
8,4.0,SYR,Len Chappell,Wake Forest,9.0,591.0,10596.0,5621.0,3113.0,434.0,0.452,0.0,0.691,17.9,9.5,5.3,0.7,19.0,0.086,0.0,0.0
9,5.0,SFW,Wayne Hightower,Kansas,5.0,316.0,7240.0,2848.0,1876.0,337.0,0.359,0.0,0.749,22.9,9.0,5.9,1.1,3.7,0.025,0.0,0.0
10,6.0,LAL,Leroy Ellis,St. John's,14.0,1048.0,27520.0,10176.0,8709.0,1405.0,0.442,0.0,0.728,26.3,9.7,8.3,1.3,46.3,0.081,0.0,2.8
11,7.0,BOS,John Havlicek,Ohio State,16.0,1270.0,46471.0,26395.0,8007.0,6114.0,0.439,0.0,0.815,36.6,20.8,6.3,4.8,131.7,0.136,1.1,11.5
14,8.0,CHZ,Terry Dischinger,Purdue,9.0,652.0,17841.0,9012.0,3646.0,1151.0,0.506,0.0,0.758,27.4,13.8,5.6,1.8,56.3,0.152,0.0,0.0
15,9.0,NYK,John Rudometkin,USC,3.0,131.0,1644.0,822.0,412.0,72.0,0.399,0.0,0.743,12.5,6.3,3.1,0.5,1.0,0.03,0.0,0.0
16,10.0,STL,Bob Duffy,Colgate,3.0,94.0,1123.0,400.0,104.0,167.0,0.396,0.0,0.649,11.9,4.3,1.1,1.8,0.5,0.022,0.0,0.0
17,11.0,DET,Kevin Loughery,St. John's,11.0,755.0,22208.0,11575.0,2254.0,2803.0,0.413,0.0,0.803,29.4,15.3,3.0,3.7,29.8,0.064,0.0,0.0
18,12.0,SYR,Chet Walker,Bradley,13.0,1032.0,33433.0,18831.0,7314.0,2126.0,0.47,0.0,0.796,32.4,18.2,7.1,2.1,117.4,0.168,2.5,5.8
19,13.0,CIN,Bud Olsen,Louisville,7.0,369.0,4218.0,1592.0,1111.0,293.0,0.423,0.0,0.553,11.4,4.3,3.0,0.8,3.4,0.038,0.0,0.0
20,14.0,SFW,Hubie White,Villanova,2.0,52.0,467.0,171.0,77.0,40.0,0.329,0.0,0.63,9.0,3.3,1.5,0.8,-0.8,-0.082,0.0,0.0
21,15.0,LAL,Gene Wiley,Wichita State,4.0,300.0,6386.0,1273.0,2194.0,252.0,0.471,0.0,0.506,21.3,4.2,7.3,0.8,8.4,0.063,0.0,0.0
22,16.0,BOS,Jack Foley,Holy Cross,1.0,11.0,83.0,53.0,16.0,5.0,0.392,0.0,0.867,7.5,4.8,1.5,0.5,0.1,0.057,0.0,0.0
