,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Alaa Abdelnaby,PF,25.0,BOS,13.0,0.0,159.0,7.6,17.4,0.436,0.0,0.0,0.0,7.6,17.4,0.436,5.1,7.9,0.64,3.8,10.7,14.5,0.9,0.6,0.9,5.4,6.3,20.2,0.0,86.0,108.0
1,Mahmoud Abdul-Rauf,PG,24.0,DEN,80.0,78.0,2617.0,11.2,24.4,0.46,0.8,2.5,0.316,10.4,21.9,0.476,4.2,4.4,0.956,0.5,2.7,3.2,6.9,1.6,0.2,2.9,2.9,27.4,0.0,109.0,107.0
2,Michael Adams,PG,31.0,WSB,70.0,67.0,2337.0,6.1,15.0,0.408,1.2,4.1,0.288,4.9,10.9,0.454,4.8,5.8,0.83,0.8,3.1,3.9,10.3,2.1,0.1,3.6,3.0,18.2,0.0,108.0,114.0
3,Mark Aguirre,SF,34.0,LAC,39.0,0.0,859.0,9.1,19.5,0.468,2.1,5.2,0.398,7.1,14.3,0.494,2.8,4.0,0.694,1.6,4.9,6.5,5.8,1.2,0.4,3.9,5.5,23.2,0.0,103.0,111.0
4,Danny Ainge,SG,34.0,PHO,68.0,1.0,1555.0,7.1,17.1,0.417,2.6,7.8,0.328,4.6,9.3,0.491,2.5,3.0,0.83,0.9,3.3,4.2,5.7,1.8,0.3,2.6,4.5,19.3,0.0,109.0,110.0
5,Gary Alexander,PF,24.0,TOT,11.0,0.0,55.0,7.6,13.3,0.571,0.0,0.0,0.0,7.6,13.3,0.571,2.8,8.5,0.333,6.6,7.6,14.2,1.9,2.8,0.0,7.6,9.5,18.0,0.0,82.0,103.0
6,Gary Alexander,PF,24.0,MIA,4.0,0.0,12.0,4.3,8.5,0.5,0.0,0.0,0.0,4.3,8.5,0.5,0.0,8.5,0.0,4.3,8.5,12.8,4.3,0.0,0.0,4.3,12.8,8.5,0.0,71.0,109.0
7,Gary Alexander,PF,24.0,CLE,7.0,0.0,43.0,8.5,14.6,0.583,0.0,0.0,0.0,8.5,14.6,0.583,3.7,8.5,0.429,7.3,7.3,14.6,1.2,3.7,0.0,8.5,8.5,20.7,0.0,84.0,101.0
8,Victor Alexander,C,24.0,GSW,69.0,39.0,1318.0,9.8,18.5,0.53,0.1,0.5,0.154,9.7,18.0,0.54,2.5,4.7,0.527,4.2,7.1,11.3,2.4,1.0,1.2,3.2,6.2,22.1,0.0,105.0,108.0
9,Eric Anderson,PF,23.0,NYK,11.0,0.0,39.0,9.3,22.5,0.412,2.7,2.7,1.0,6.6,19.9,0.333,6.6,18.6,0.357,8.0,14.6,22.5,2.7,0.0,1.3,2.7,11.9,27.8,0.0,99.0,96.0
