b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 3, 1995",/boxscores/199511030ATL.html,Indiana Pacers,111,Atlanta Hawks,106,Box Score,,"15,188",
"Fri, Nov 3, 1995",/boxscores/199511030BOS.html,Milwaukee Bucks,101,Boston Celtics,100,Box Score,,"16,321",
"Fri, Nov 3, 1995",/boxscores/199511030CHI.html,Charlotte Hornets,91,Chicago Bulls,105,Box Score,,"23,862",
"Fri, Nov 3, 1995",/boxscores/199511030DET.html,New York Knicks,106,Detroit Pistons,100,Box Score,,"21,454",
"Fri, Nov 3, 1995",/boxscores/199511030HOU.html,Golden State Warriors,92,Houston Rockets,110,Box Score,,"16,611",
"Fri, Nov 3, 1995",/boxscores/199511030LAC.html,Phoenix Suns,106,Los Angeles Clippers,112,Box Score,,"13,281",
"Fri, Nov 3, 1995",/boxscores/199511030LAL.html,Denver Nuggets,96,Los Angeles Lakers,98,Box Score,,"16,345",
"Fri, Nov 3, 1995",/boxscores/199511030ORL.html,Cleveland Cavaliers,88,Orlando Magic,99,Box Score,,"17,248",
"Fri, Nov 3, 1995",/boxscores/199511030PHI.html,Washington Bullets,103,Philadelphia 76ers,105,Box Score,,"18,168",
"Fri, Nov 3, 1995",/boxscores/199511030POR.html,Vancouver Grizzlies,92,Portland Trail Blazers,80,Box Score,,"19,115",
"Fri, Nov 3, 1995",/boxscores/199511030SAC.html,Minnesota Timberwolves,86,Sacramento Kings,95,Box Score,,"17,319",
"Fri, Nov 3, 1995",/boxscores/199511030SAS.html,Dallas Mavericks,103,San Antonio Spurs,97,Box Score,,"28,821",
"Fri, Nov 3, 1995",/boxscores/199511030TOR.html,New Jersey Nets,79,Toronto Raptors,94,Box Score,,"33,306",
"Fri, Nov 3, 1995",/boxscores/199511030UTA.html,Seattle SuperSonics,94,Utah Jazz,112,Box Score,,"19,911",
"Sat, Nov 4, 1995",/boxscores/199511040ATL.html,Orlando Magic,91,Atlanta Hawks,124,Box Score,,"13,538",
"Sat, Nov 4, 1995",/boxscores/199511040CHH.html,Philadelphia 76ers,108,Charlotte Hornets,119,Box Score,,"24,042",
"Sat, Nov 4, 1995",/boxscores/199511040CHI.html,Boston Celtics,85,Chicago Bulls,107,Box Score,,"23,608",
"Sat, Nov 4, 1995",/boxscores/199511040DAL.html,Golden State Warriors,84,Dallas Mavericks,99,Box Score,,"17,502",
"Sat, Nov 4, 1995",/boxscores/199511040DEN.html,San Antonio Spurs,116,Denver Nuggets,108,Box Score,,"17,171",
"Sat, Nov 4, 1995",/boxscores/199511040IND.html,Toronto Raptors,89,Indiana Pacers,97,Box Score,,"16,640",
