b'Date',b'href',b'Start (ET)',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 26, 2010",/boxscores/201010260BOS.html,7:30p,Miami Heat,80,Boston Celtics,88,Box Score,,"18,624",
"Tue, Oct 26, 2010",/boxscores/201010260POR.html,10:00p,Phoenix Suns,92,Portland Trail Blazers,106,Box Score,,"20,603",
"Tue, Oct 26, 2010",/boxscores/201010260LAL.html,10:30p,Houston Rockets,110,Los Angeles Lakers,112,Box Score,,"18,997",
"Wed, Oct 27, 2010",/boxscores/201010270CLE.html,7:00p,Boston Celtics,87,Cleveland Cavaliers,95,Box Score,,"20,562",
"Wed, Oct 27, 2010",/boxscores/201010270TOR.html,7:00p,New York Knicks,98,Toronto Raptors,93,Box Score,,"18,722",
"Wed, Oct 27, 2010",/boxscores/201010270PHI.html,7:00p,Miami Heat,97,Philadelphia 76ers,87,Box Score,,"20,389",
"Wed, Oct 27, 2010",/boxscores/201010270NJN.html,7:00p,Detroit Pistons,98,New Jersey Nets,101,Box Score,,"15,178",
"Wed, Oct 27, 2010",/boxscores/201010270OKC.html,8:00p,Chicago Bulls,95,Oklahoma City Thunder,106,Box Score,,"18,203",
"Wed, Oct 27, 2010",/boxscores/201010270NOH.html,8:00p,Milwaukee Bucks,91,New Orleans Hornets,95,Box Score,,"15,039",
"Wed, Oct 27, 2010",/boxscores/201010270MIN.html,8:00p,Sacramento Kings,117,Minnesota Timberwolves,116,Box Score,,"17,067",
"Wed, Oct 27, 2010",/boxscores/201010270MEM.html,8:00p,Atlanta Hawks,119,Memphis Grizzlies,104,Box Score,,"17,519",
"Wed, Oct 27, 2010",/boxscores/201010270SAS.html,8:30p,Indiana Pacers,109,San Antonio Spurs,122,Box Score,,"18,581",
"Wed, Oct 27, 2010",/boxscores/201010270DAL.html,8:30p,Charlotte Bobcats,86,Dallas Mavericks,101,Box Score,,"19,440",
"Wed, Oct 27, 2010",/boxscores/201010270DEN.html,9:00p,Utah Jazz,88,Denver Nuggets,110,Box Score,,"19,155",
"Wed, Oct 27, 2010",/boxscores/201010270LAC.html,10:30p,Portland Trail Blazers,98,Los Angeles Clippers,88,Box Score,,"18,382",
"Wed, Oct 27, 2010",/boxscores/201010270GSW.html,10:30p,Houston Rockets,128,Golden State Warriors,132,Box Score,,"18,428",
"Thu, Oct 28, 2010",/boxscores/201010280ORL.html,8:00p,Washington Wizards,83,Orlando Magic,112,Box Score,,"18,918",
"Thu, Oct 28, 2010",/boxscores/201010280UTA.html,10:30p,Phoenix Suns,110,Utah Jazz,94,Box Score,,"19,911",
"Fri, Oct 29, 2010",/boxscores/201010290CHA.html,7:00p,Indiana Pacers,104,Charlotte Bobcats,101,Box Score,,"18,351",
"Fri, Oct 29, 2010",/boxscores/201010290TOR.html,7:00p,Cleveland Cavaliers,81,Toronto Raptors,101,Box Score,,"15,711",
"Fri, Oct 29, 2010",/boxscores/201010290PHI.html,7:00p,Atlanta Hawks,104,Philadelphia 76ers,101,Box Score,,"10,960",
"Fri, Oct 29, 2010",/boxscores/201010290NJN.html,7:00p,Sacramento Kings,100,New Jersey Nets,106,Box Score,,"13,482",
"Fri, Oct 29, 2010",/boxscores/201010290BOS.html,7:30p,New York Knicks,101,Boston Celtics,105,Box Score,,"18,624",
"Fri, Oct 29, 2010",/boxscores/201010290DET.html,8:00p,Oklahoma City Thunder,105,Detroit Pistons,104,Box Score,,"22,076",
"Fri, Oct 29, 2010",/boxscores/201010290NOH.html,8:00p,Denver Nuggets,95,New Orleans Hornets,101,Box Score,,"12,474",
"Fri, Oct 29, 2010",/boxscores/201010290MIA.html,8:00p,Orlando Magic,70,Miami Heat,96,Box Score,,"19,600",
"Fri, Oct 29, 2010",/boxscores/201010290MIN.html,8:00p,Milwaukee Bucks,85,Minnesota Timberwolves,96,Box Score,,"17,197",
