,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,WAS,John Wall,Kentucky,9.0,573.0,20545.0,10879.0,2483.0,5282.0,0.433,0.324,0.781,35.9,19.0,4.3,9.2,44.3,0.104,2.6,23.6
2,2.0,PHI,Evan Turner,Ohio State,10.0,705.0,18938.0,6824.0,3278.0,2462.0,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5
3,3.0,NJN,Derrick Favors,Georgia Tech,10.0,675.0,17309.0,7720.0,4979.0,775.0,0.53,0.207,0.662,25.6,11.4,7.4,1.1,53.1,0.147,0.9,12.6
4,4.0,MIN,Wesley Johnson,Syracuse,9.0,609.0,13472.0,4235.0,1924.0,645.0,0.404,0.337,0.741,22.1,7.0,3.2,1.1,10.7,0.038,-1.6,1.2
5,5.0,SAC,DeMarcus Cousins,Kentucky,9.0,565.0,18078.0,12006.0,6131.0,1832.0,0.461,0.332,0.737,32.0,21.2,10.9,3.2,44.1,0.117,2.6,21.1
6,6.0,GSW,Ekpe Udoh,Baylor,7.0,384.0,5694.0,1353.0,1100.0,260.0,0.453,0.0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8
7,7.0,DET,Greg Monroe,Georgetown,9.0,632.0,17475.0,8326.0,5229.0,1354.0,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.4,15.2
8,8.0,LAC,Al-Farouq Aminu,Wake Forest,10.0,688.0,17264.0,5248.0,4170.0,848.0,0.421,0.335,0.745,25.1,7.6,6.1,1.2,27.5,0.076,-0.5,6.6
9,9.0,UTA,Gordon Hayward,Butler,10.0,632.0,19460.0,9631.0,2751.0,2182.0,0.45,0.365,0.823,30.8,15.2,4.4,3.5,52.5,0.13,2.2,20.5
10,10.0,IND,Paul George,Fresno State,10.0,644.0,21586.0,12817.0,4125.0,2154.0,0.433,0.38,0.846,33.5,19.9,6.4,3.3,68.8,0.153,4.0,32.9
11,11.0,NOH,Cole Aldrich,Kansas,8.0,339.0,3389.0,1050.0,1131.0,183.0,0.527,0.0,0.738,10.0,3.1,3.3,0.5,9.6,0.135,0.1,1.8
12,12.0,MEM,Xavier Henry,Kansas,5.0,185.0,2905.0,1050.0,351.0,120.0,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7
13,13.0,TOR,Ed Davis,UNC,10.0,665.0,13221.0,4197.0,4427.0,507.0,0.568,0.0,0.583,19.9,6.3,6.7,0.8,41.7,0.151,-0.1,6.2
14,14.0,HOU,Patrick Patterson,Kentucky,10.0,672.0,14163.0,4521.0,2692.0,697.0,0.448,0.368,0.752,21.1,6.7,4.0,1.0,30.2,0.102,0.0,7.1
15,15.0,MIL,Larry Sanders,Virginia Commonwealth,6.0,238.0,4635.0,1520.0,1345.0,174.0,0.48,0.0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1
16,16.0,MIN,Luke Babbitt,Nevada,8.0,381.0,5332.0,1818.0,846.0,224.0,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1
17,17.0,CHI,Kevin Séraphin,,7.0,423.0,6430.0,2516.0,1462.0,246.0,0.489,0.0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6
18,18.0,OKC,Eric Bledsoe,Kentucky,10.0,624.0,17363.0,8860.0,2481.0,3016.0,0.457,0.337,0.796,27.8,14.2,4.0,4.8,42.4,0.117,2.2,18.5
19,19.0,BOS,Avery Bradley,Texas,10.0,568.0,16049.0,6676.0,1662.0,1007.0,0.436,0.365,0.779,28.3,11.8,2.9,1.8,16.1,0.048,-2.2,-0.7
20,20.0,SAS,James Anderson,Oklahoma State,5.0,247.0,4320.0,1422.0,560.0,291.0,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8
21,21.0,OKC,Craig Brackins,Iowa State,2.0,17.0,121.0,30.0,19.0,9.0,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2
22,22.0,POR,Elliot Williams,Memphis,4.0,109.0,1470.0,537.0,161.0,94.0,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1
23,23.0,MIN,Trevor Booker,Clemson,8.0,532.0,10872.0,3679.0,2932.0,566.0,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2
24,24.0,ATL,Damion James,Texas,4.0,39.0,623.0,150.0,131.0,26.0,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-3.7,-0.3
25,25.0,MEM,Dominique Jones,South Florida,3.0,80.0,741.0,246.0,114.0,144.0,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1
26,26.0,OKC,Quincy Pondexter,Washington,7.0,355.0,5530.0,1609.0,640.0,263.0,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3
27,27.0,NJN,Jordan Crawford,Xavier,6.0,281.0,6843.0,3432.0,703.0,883.0,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3
28,28.0,MEM,Greivis Vásquez,Maryland,7.0,401.0,9520.0,3591.0,1021.0,1935.0,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.2,1.9
29,29.0,ORL,Daniel Orton,Kentucky,3.0,51.0,542.0,143.0,126.0,24.0,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-3.5,-0.2
30,30.0,WAS,Lazar Hayward,Marquette,3.0,72.0,591.0,207.0,90.0,35.0,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3
33,31.0,NJN,Tibor Pleiß,,1.0,12.0,82.0,24.0,15.0,2.0,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-11.6,-0.2
34,32.0,MIA,Dexter Pittman,Texas,4.0,50.0,347.0,116.0,89.0,9.0,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5
35,33.0,SAC,Hassan Whiteside,Marshall,8.0,401.0,10733.0,5518.0,4733.0,275.0,0.58,0.292,0.608,26.8,13.8,11.8,0.7,44.5,0.199,2.8,13.1
36,34.0,POR,Armon Johnson,Nevada,2.0,47.0,401.0,157.0,49.0,56.0,0.458,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-4.1,-0.2
37,35.0,WAS,Nemanja Bjelica,,5.0,331.0,7195.0,2641.0,1571.0,570.0,0.464,0.395,0.766,21.7,8.0,4.7,1.7,15.4,0.103,0.3,4.1
38,36.0,DET,Terrico White,Ole Miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,37.0,MIL,Darington Hobson,New Mexico,1.0,5.0,39.0,4.0,3.0,6.0,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-13.0,-0.1
