,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jeff Adrien,PF,24.0,GSW,23.0,0.0,196.0,4.2,9.9,0.426,0.0,0.0,0.0,4.2,9.9,0.426,2.0,3.5,0.579,4.2,6.4,10.7,1.8,0.7,0.9,1.7,5.1,10.5
1,Arron Afflalo,SG,25.0,DEN,69.0,69.0,2324.0,4.8,9.7,0.498,1.6,3.8,0.423,3.2,5.9,0.546,2.1,2.5,0.847,0.7,3.2,3.9,2.6,0.5,0.5,1.1,2.4,13.4
2,Maurice Ager,SG,26.0,MIN,4.0,0.0,29.0,7.4,13.7,0.545,3.7,5.0,0.75,3.7,8.7,0.429,0.0,0.0,0.0,0.0,2.5,2.5,1.2,1.2,0.0,5.0,5.0,18.6
3,Alexis Ajinca,C,22.0,TOT,34.0,2.0,340.0,6.2,14.1,0.444,1.3,3.6,0.353,5.0,10.5,0.475,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2.0,1.9,7.7,15.1
4,Alexis Ajinca,C,22.0,DAL,10.0,2.0,75.0,5.8,15.4,0.375,1.4,3.4,0.429,4.3,12.0,0.36,1.0,1.4,0.667,2.4,5.8,8.2,1.0,1.4,2.4,0.5,6.2,13.9
5,Alexis Ajinca,C,22.0,TOR,24.0,0.0,265.0,6.4,13.7,0.465,1.2,3.7,0.333,5.2,10.1,0.514,1.5,2.0,0.733,1.6,6.7,8.3,1.1,1.1,1.9,2.3,8.2,15.5
6,Solomon Alabi,C,22.0,TOR,12.0,0.0,59.0,1.8,9.2,0.2,0.0,0.0,0.0,1.8,9.2,0.2,0.0,1.2,0.0,4.3,4.3,8.5,1.2,1.2,1.2,1.8,3.1,3.7
7,Cole Aldrich,C,22.0,OKC,18.0,0.0,142.0,2.0,3.8,0.533,0.0,0.0,0.0,2.0,3.8,0.533,0.5,1.0,0.5,3.3,5.6,8.9,1.0,1.3,1.8,2.0,7.6,4.6
8,LaMarcus Aldridge,PF,25.0,POR,81.0,81.0,3211.0,7.9,15.9,0.5,0.0,0.3,0.174,7.9,15.6,0.505,3.9,5.0,0.791,3.1,4.8,7.9,1.9,0.9,1.1,1.7,2.5,19.8
9,Malik Allen,PF,32.0,ORL,18.0,0.0,178.0,2.2,6.3,0.355,0.0,0.0,0.0,2.2,6.3,0.355,0.2,0.4,0.5,2.4,4.0,6.5,0.8,0.2,0.8,0.6,6.1,4.7
