,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,62.0,18.0,0.775,—,112.8,104.4,7.46
1,Cincinnati Royals,48.0,32.0,0.6,14.0,114.2,111.9,2.04
2,Philadelphia 76ers,40.0,40.0,0.5,22.0,112.5,112.7,-0.13
3,New York Knicks,31.0,49.0,0.388,31.0,107.4,111.1,-3.26
4,Los Angeles Lakers,49.0,31.0,0.613,—,111.9,109.9,1.7
5,St. Louis Hawks,45.0,35.0,0.563,4.0,108.8,105.8,2.68
6,Baltimore Bullets,37.0,43.0,0.463,12.0,113.6,115.8,-1.97
7,Detroit Pistons,31.0,49.0,0.388,18.0,108.5,111.9,-3.03
8,San Francisco Warriors,17.0,63.0,0.213,32.0,105.8,112.0,-5.49
