,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Bud Acton,SF,26.0,SDR,23.0,195.0,9.5,0.444,0.0,0.392,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.021,0.0,0.0,0.0,0.0
1,Henry Akin,C,23.0,SEA,36.0,259.0,6.5,0.372,0.0,0.226,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.1,-0.6,-0.103,0.0,0.0,0.0,0.0
2,Cliff Anderson,SG,23.0,LAL,18.0,94.0,4.5,0.315,0.0,0.966,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.113,0.0,0.0,0.0,0.0
3,Al Attles*,PG,31.0,SFW,67.0,1992.0,12.5,0.515,0.0,0.4,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,2.2,2.9,5.2,0.124,0.0,0.0,0.0,0.0
4,Jim Barnes,PF,26.0,TOT,79.0,1425.0,11.7,0.493,0.0,0.383,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,1.1,1.3,2.4,0.081,0.0,0.0,0.0,0.0
5,Jim Barnes,PF,26.0,LAL,42.0,713.0,10.0,0.477,0.0,0.374,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.057,0.0,0.0,0.0,0.0
6,Jim Barnes,PF,26.0,CHI,37.0,712.0,13.4,0.508,0.0,0.39,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.8,0.7,1.6,0.106,0.0,0.0,0.0,0.0
7,Dick Barnett,SG,31.0,NYK,81.0,2488.0,16.4,0.54,0.0,0.38,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,6.0,1.8,7.7,0.149,0.0,0.0,0.0,0.0
8,Jim Barnett,SG,23.0,SDR,47.0,1068.0,11.2,0.435,0.0,0.259,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,-0.6,0.8,0.3,0.012,0.0,0.0,0.0,0.0
9,John Barnhill,PG,29.0,SDR,75.0,1883.0,11.4,0.463,0.0,0.334,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.3,1.4,1.7,0.044,0.0,0.0,0.0,0.0
10,Elgin Baylor*,SF,33.0,LAL,77.0,3029.0,21.0,0.505,0.0,0.363,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,4.9,3.2,8.0,0.127,0.0,0.0,0.0,0.0
11,Zelmo Beaty*,C,28.0,STL,82.0,3068.0,19.3,0.555,0.0,0.437,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,8.2,3.6,11.8,0.185,0.0,0.0,0.0,0.0
12,Walt Bellamy*,C,28.0,NYK,82.0,2695.0,19.1,0.583,0.0,0.56,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,7.9,3.3,11.1,0.198,0.0,0.0,0.0,0.0
13,Dave Bing*,PG,24.0,DET,79.0,3209.0,18.5,0.49,0.0,0.353,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.8,2.5,6.2,0.093,0.0,0.0,0.0,0.0
14,John Block,C,23.0,SDR,52.0,1805.0,17.1,0.505,0.0,0.455,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,2.5,1.6,4.1,0.109,0.0,0.0,0.0,0.0
15,Bob Boozer,PF,30.0,CHI,77.0,2988.0,18.6,0.552,0.0,0.423,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.7,2.9,10.6,0.17,0.0,0.0,0.0,0.0
16,Nate Bowman,C,24.0,NYK,42.0,272.0,11.0,0.405,0.0,0.112,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,-0.006,0.0,0.0,0.0,0.0
17,Bill Bradley*,SF,24.0,NYK,45.0,874.0,11.7,0.465,0.0,0.305,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.1,0.058,0.0,0.0,0.0,0.0
18,Bill Bridges,PF,28.0,STL,82.0,3197.0,15.6,0.523,0.0,0.48,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,4.5,4.2,8.6,0.129,0.0,0.0,0.0,0.0
19,Tyrone Britt,SG,23.0,SDR,11.0,84.0,9.5,0.396,0.0,0.088,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.02,0.0,0.0,0.0,0.0
20,Em Bryant,PG,29.0,NYK,77.0,968.0,8.0,0.43,0.0,0.296,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,-0.4,0.9,0.5,0.024,0.0,0.0,0.0,0.0
21,Jim Burns,SG,22.0,CHI,3.0,11.0,4.3,0.286,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.248,0.0,0.0,0.0,0.0
