,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Quincy Acy,PF,22.0,TOR,29.0,0.0,342.0,6.5,11.6,0.56,0.2,0.3,0.5,6.4,11.3,0.562,4.8,5.9,0.816,4.7,7.3,12.0,1.7,2.0,2.3,2.6,8.2,18.0,0.0,120.0,105.0
1,Jeff Adrien,PF,26.0,CHA,52.0,5.0,713.0,5.3,12.4,0.429,0.0,0.1,0.0,5.3,12.2,0.434,4.8,7.4,0.65,5.0,9.4,14.4,2.7,1.3,2.0,2.4,5.9,15.4,0.0,105.0,109.0
2,Arron Afflalo,SF,27.0,ORL,64.0,64.0,2307.0,9.0,20.4,0.439,1.6,5.4,0.3,7.3,15.0,0.489,4.3,5.0,0.857,0.7,4.7,5.4,4.7,0.9,0.2,3.1,3.1,23.9,0.0,102.0,112.0
3,Josh Akognon,PG,26.0,DAL,3.0,0.0,9.0,11.3,22.7,0.5,5.7,11.3,0.5,5.7,11.3,0.5,0.0,0.0,0.0,0.0,5.7,5.7,5.7,0.0,0.0,0.0,17.0,28.4,0.0,130.0,111.0
4,Cole Aldrich,C,24.0,TOT,45.0,0.0,388.0,5.7,10.4,0.55,0.0,0.0,0.0,5.7,10.4,0.55,1.6,2.6,0.6,3.9,11.7,15.6,1.2,0.7,3.0,3.0,7.8,13.0,0.0,102.0,105.0
5,Cole Aldrich,C,24.0,HOU,30.0,0.0,213.0,5.4,10.1,0.535,0.0,0.0,0.0,5.4,10.1,0.535,0.9,2.1,0.444,2.8,10.6,13.4,1.4,0.7,2.1,3.3,9.6,11.7,0.0,92.0,105.0
6,Cole Aldrich,C,24.0,SAC,15.0,0.0,175.0,6.2,10.8,0.568,0.0,0.0,0.0,6.2,10.8,0.568,2.3,3.2,0.727,5.3,13.2,18.5,0.9,0.6,4.1,2.6,5.6,14.6,0.0,112.0,106.0
7,LaMarcus Aldridge,PF,27.0,POR,74.0,74.0,2790.0,12.0,24.8,0.484,0.0,0.3,0.143,12.0,24.6,0.488,5.3,6.6,0.81,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,0.0,108.0,107.0
8,Lavoy Allen,C,23.0,PHI,79.0,37.0,1669.0,6.5,14.3,0.454,0.0,0.0,0.0,6.5,14.3,0.455,1.4,1.9,0.717,5.0,7.5,12.5,2.3,0.8,1.7,1.7,5.7,14.4,0.0,103.0,106.0
9,Ray Allen*,SG,37.0,MIA,79.0,0.0,2035.0,7.6,16.9,0.449,3.6,8.6,0.419,4.0,8.3,0.48,3.6,4.1,0.886,1.0,4.6,5.6,3.5,1.7,0.4,2.7,3.4,22.5,0.0,112.0,107.0
