,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,PF-C,31.0,TOT,16.0,0.0,9.9,1.4,3.8,0.383,0.0,0.0,0.0,1.4,3.8,0.383,0.383,1.1,1.4,0.739,1.2,1.9,3.1,0.6,0.2,0.2,0.9,1.8,3.9
1,Zaid Abdul-Aziz,C,31.0,BOS,2.0,0.0,12.0,1.5,6.5,0.231,0.0,0.0,0.0,1.5,6.5,0.231,0.231,1.0,1.5,0.667,3.0,4.5,7.5,1.5,0.5,0.5,1.5,2.0,4.0
2,Zaid Abdul-Aziz,PF,31.0,HOU,14.0,0.0,9.6,1.4,3.4,0.426,0.0,0.0,0.0,1.4,3.4,0.426,0.426,1.1,1.4,0.75,0.9,1.6,2.5,0.5,0.1,0.1,0.8,1.8,3.9
3,Kareem Abdul-Jabbar*,C,30.0,LAL,62.0,0.0,36.5,10.7,19.4,0.55,0.0,0.0,0.0,10.7,19.4,0.55,0.55,4.4,5.6,0.783,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8
4,Tom Abernethy,SF,23.0,LAL,73.0,0.0,18.0,2.8,5.5,0.498,0.0,0.0,0.0,2.8,5.5,0.498,0.498,1.2,1.5,0.82,1.4,2.2,3.6,1.4,0.8,0.3,0.7,1.7,6.8
5,Alvan Adams,C,23.0,PHO,70.0,0.0,27.3,6.2,12.8,0.485,0.0,0.0,0.0,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5
6,Lucius Allen,PG,30.0,KCK,77.0,0.0,27.9,4.8,11.0,0.441,0.0,0.0,0.0,4.8,11.0,0.441,0.441,2.3,2.9,0.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9
7,Jim Ard,C,29.0,TOT,15.0,0.0,8.3,0.5,1.1,0.471,0.0,0.0,0.0,0.5,1.1,0.471,0.471,0.2,0.3,0.6,0.6,1.8,2.4,0.5,0.0,0.0,0.9,1.3,1.3
8,Jim Ard,C,29.0,BOS,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0
9,Jim Ard,C,29.0,CHI,14.0,0.0,8.3,0.6,1.1,0.5,0.0,0.0,0.0,0.6,1.1,0.5,0.5,0.1,0.2,0.667,0.6,1.7,2.3,0.5,0.0,0.0,1.0,1.3,1.3
10,Tate Armstrong,SG,22.0,CHI,66.0,0.0,10.8,2.0,4.2,0.468,0.0,0.0,0.0,2.0,4.2,0.468,0.468,0.3,0.4,0.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3
11,Bird Averitt,SG,25.0,TOT,55.0,0.0,19.7,3.6,8.8,0.409,0.0,0.0,0.0,3.6,8.8,0.409,0.409,1.8,2.6,0.709,0.3,1.2,1.5,3.6,0.7,0.2,2.6,2.2,9.0
12,Bird Averitt,SG,25.0,NJN,21.0,0.0,19.5,3.3,9.0,0.367,0.0,0.0,0.0,3.3,9.0,0.367,0.367,1.7,2.1,0.8,0.3,1.2,1.6,3.2,0.8,0.0,2.6,1.8,8.3
13,Bird Averitt,SG,25.0,BUF,34.0,0.0,19.9,3.8,8.7,0.436,0.0,0.0,0.0,3.8,8.7,0.436,0.436,1.9,2.8,0.667,0.3,1.2,1.5,3.8,0.6,0.2,2.6,2.5,9.5
14,Dennis Awtrey,C,29.0,PHO,81.0,0.0,20.0,1.4,3.3,0.424,0.0,0.0,0.0,1.4,3.3,0.424,0.424,0.9,1.3,0.633,1.2,2.5,3.7,2.0,0.2,0.3,1.6,1.9,3.6
15,Gus Bailey,SG,26.0,NOJ,48.0,0.0,9.4,1.2,2.9,0.424,0.0,0.0,0.0,1.2,2.9,0.424,0.424,0.8,1.4,0.552,0.9,0.8,1.7,0.8,0.4,0.3,0.7,1.0,3.2
16,Greg Ballard,SF,23.0,WSB,76.0,0.0,12.3,1.9,4.4,0.425,0.0,0.0,0.0,1.9,4.4,0.425,0.425,1.2,1.5,0.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9
17,Mike Bantom,SF,26.0,IND,82.0,0.0,33.8,6.1,12.8,0.479,0.0,0.0,0.0,6.1,12.8,0.479,0.479,3.1,4.2,0.743,2.2,5.2,7.4,2.9,1.2,0.6,2.7,4.1,15.3
