,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,38.0,LAL,79.0,79.0,2629.0,10.3,18.3,0.564,0.0,0.0,0.0,10.3,18.3,0.565,4.6,6.0,0.765,1.8,4.7,6.5,3.8,0.9,1.8,2.8,3.4,25.3
1,Alvan Adams,C,31.0,PHO,78.0,45.0,2005.0,6.1,12.2,0.502,0.0,0.0,0.0,6.1,12.2,0.504,2.9,3.6,0.783,2.7,5.9,8.6,5.8,1.8,0.8,3.7,4.9,15.1
2,Michael Adams,PG,23.0,SAC,18.0,0.0,139.0,4.1,11.4,0.364,0.0,0.8,0.0,4.1,10.6,0.39,2.1,3.1,0.667,0.5,1.0,1.6,5.7,2.3,0.3,2.8,2.3,10.4
3,Mark Aguirre,SF,26.0,DAL,74.0,73.0,2501.0,9.6,19.1,0.503,0.2,0.8,0.286,9.4,18.3,0.513,4.6,6.5,0.705,2.5,3.9,6.4,4.9,0.9,0.2,3.6,3.3,24.0
4,Danny Ainge,SG,26.0,BOS,80.0,78.0,2407.0,5.3,10.5,0.504,0.4,1.1,0.356,4.9,9.4,0.521,1.8,2.0,0.904,0.7,2.8,3.5,6.1,1.4,0.1,1.9,3.1,12.8
5,Ron Anderson,SF,27.0,TOT,77.0,30.0,1676.0,6.7,13.5,0.494,0.0,0.2,0.222,6.6,13.3,0.498,1.8,2.7,0.669,2.8,3.1,5.9,3.1,1.2,0.1,1.8,2.7,15.2
6,Ron Anderson,SF,27.0,CLE,17.0,3.0,207.0,6.4,12.9,0.5,0.0,0.2,0.0,6.4,12.7,0.507,2.1,2.8,0.75,0.9,3.7,4.5,1.4,0.2,0.0,1.0,3.5,15.0
7,Ron Anderson,SF,27.0,IND,60.0,27.0,1469.0,6.7,13.6,0.493,0.0,0.2,0.25,6.6,13.4,0.496,1.8,2.7,0.658,3.1,3.0,6.1,3.3,1.3,0.1,1.9,2.6,15.2
8,John Bagley,PG,25.0,CLE,78.0,77.0,2472.0,5.3,12.6,0.423,0.1,0.5,0.243,5.2,12.1,0.431,2.5,3.1,0.791,1.1,2.9,4.0,10.7,1.8,0.1,3.5,2.4,13.3
9,James Bailey,PF,28.0,NYK,48.0,36.0,1245.0,5.8,12.8,0.456,0.0,0.1,0.0,5.8,12.7,0.46,3.7,4.8,0.772,2.9,6.7,9.7,1.4,1.0,1.2,2.9,6.0,15.4
10,Thurl Bailey,PF,24.0,UTA,82.0,13.0,2358.0,7.4,16.4,0.448,0.0,0.1,0.0,7.4,16.3,0.451,3.5,4.2,0.83,2.3,5.3,7.5,2.3,0.6,1.7,2.2,2.4,18.3
11,Greg Ballard,SF,31.0,GSW,75.0,14.0,1792.0,5.5,11.5,0.477,0.3,0.7,0.486,5.1,10.7,0.477,2.0,2.5,0.802,2.7,5.7,8.4,1.7,1.3,0.2,1.1,3.5,13.3
12,Gene Banks,SF,26.0,CHI,82.0,33.0,2139.0,6.0,11.6,0.517,0.0,0.3,0.0,6.0,11.3,0.532,3.1,4.3,0.718,3.0,3.1,6.1,4.2,1.4,0.2,2.3,3.6,15.1
13,Ken Bannister,PF,25.0,NYK,70.0,15.0,1405.0,6.0,12.3,0.491,0.0,0.0,0.0,6.0,12.2,0.492,3.4,6.4,0.526,2.3,6.0,8.3,1.1,1.1,0.6,3.3,5.3,15.4
