,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,31.0,LAL,80.0,0.0,3157.0,8.9,15.4,0.577,0.0,0.0,0.0,8.9,15.4,0.577,4.0,5.4,0.736,2.4,9.3,11.7,4.9,0.9,3.6,3.2,2.6,21.7
1,Tom Abernethy,PF,24.0,GSW,70.0,0.0,1219.0,5.2,10.1,0.515,0.0,0.0,0.0,5.2,10.1,0.515,2.1,2.8,0.745,2.2,4.2,6.4,2.3,1.2,0.4,0.9,3.9,12.5
2,Alvan Adams,C,24.0,PHO,77.0,0.0,2364.0,8.7,16.3,0.53,0.0,0.0,0.0,8.7,16.3,0.53,3.5,4.4,0.799,3.4,7.4,10.7,5.5,1.7,1.0,4.2,3.7,20.8
3,Lucius Allen,PG,31.0,KCK,31.0,0.0,413.0,6.0,15.2,0.397,0.0,0.0,0.0,6.0,15.2,0.397,1.7,2.9,0.576,1.2,2.8,4.0,3.8,1.8,0.5,2.6,4.5,13.7
4,Kim Anderson,SF,23.0,POR,21.0,0.0,224.0,3.9,12.4,0.312,0.0,0.0,0.0,3.9,12.4,0.312,2.4,4.5,0.536,2.7,4.5,7.2,2.4,0.6,0.8,3.5,6.8,10.1
5,Tiny Archibald*,PG,30.0,BOS,69.0,0.0,1662.0,5.6,12.4,0.452,0.0,0.0,0.0,5.6,12.4,0.452,5.2,6.6,0.788,0.5,1.7,2.2,7.0,1.2,0.1,4.3,2.9,16.5
6,Tate Armstrong,SG,23.0,CHI,26.0,0.0,259.0,3.9,9.7,0.4,0.0,0.0,0.0,3.9,9.7,0.4,1.4,1.8,0.769,1.0,1.8,2.8,4.3,1.4,0.0,2.9,3.1,9.2
7,Dennis Awtrey,C,30.0,TOT,63.0,0.0,746.0,2.1,5.2,0.411,0.0,0.0,0.0,2.1,5.2,0.411,2.0,2.7,0.732,2.0,5.3,7.3,3.3,0.8,0.6,2.5,5.1,6.2
8,Dennis Awtrey,C,30.0,BOS,23.0,0.0,247.0,2.5,6.4,0.386,0.0,0.0,0.0,2.5,6.4,0.386,2.3,2.9,0.8,1.9,5.0,6.9,2.9,0.4,0.9,3.1,5.4,7.3
9,Dennis Awtrey,C,30.0,SEA,40.0,0.0,499.0,1.9,4.5,0.429,0.0,0.0,0.0,1.9,4.5,0.429,1.8,2.6,0.694,2.1,5.4,7.5,3.5,0.9,0.5,2.2,5.0,5.7
10,Gus Bailey,SG,27.0,NOJ,2.0,0.0,9.0,8.0,28.0,0.286,0.0,0.0,0.0,8.0,28.0,0.286,0.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,16.0
11,Greg Ballard,SF,24.0,WSB,82.0,0.0,1552.0,6.0,13.0,0.465,0.0,0.0,0.0,6.0,13.0,0.465,2.8,4.0,0.692,3.3,7.1,10.4,2.7,1.3,0.7,2.3,3.9,14.8
12,Mike Bantom,PF,27.0,IND,81.0,0.0,2528.0,6.9,14.8,0.465,0.0,0.0,0.0,6.9,14.8,0.465,3.2,4.8,0.672,3.2,6.1,9.3,3.2,1.4,0.9,2.7,4.5,17.0
13,Tom Barker,C,23.0,TOT,39.0,0.0,476.0,5.1,11.8,0.436,0.0,0.0,0.0,5.1,11.8,0.436,2.0,2.8,0.73,3.4,5.6,9.0,1.1,0.8,0.8,2.6,5.7,12.3
14,Tom Barker,C,23.0,HOU,5.0,0.0,16.0,6.8,13.5,0.5,0.0,0.0,0.0,6.8,13.5,0.5,4.5,4.5,1.0,4.5,9.0,13.5,0.0,0.0,0.0,2.3,11.3,18.0
15,Tom Barker,C,23.0,BOS,12.0,0.0,131.0,5.8,13.2,0.438,0.0,0.0,0.0,5.8,13.2,0.438,3.0,4.1,0.733,3.3,4.9,8.2,1.6,1.1,1.1,3.6,7.1,14.6
16,Tom Barker,C,23.0,NYK,22.0,0.0,329.0,4.8,11.2,0.431,0.0,0.0,0.0,4.8,11.2,0.431,1.5,2.2,0.7,3.4,5.7,9.1,1.0,0.7,0.8,2.2,4.9,11.2
