,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,22.0,TOT,49.0,0.0,945.0,5.5,14.9,0.369,0.0,0.0,0.0,5.5,14.9,0.369,2.7,4.3,0.619,0.0,0.0,15.6,1.4,0.0,0.0,0.0,4.4,13.6
1,Zaid Abdul-Aziz,C-F,22.0,CIN,20.0,0.0,108.0,6.0,14.3,0.419,0.0,0.0,0.0,6.0,14.3,0.419,0.7,2.3,0.286,0.0,0.0,10.3,1.3,0.0,0.0,0.0,5.7,12.7
2,Zaid Abdul-Aziz,C,22.0,MIL,29.0,0.0,837.0,5.4,14.9,0.363,0.0,0.0,0.0,5.4,14.9,0.363,2.9,4.6,0.642,0.0,0.0,16.3,1.4,0.0,0.0,0.0,4.2,13.8
3,Rick Adelman,PG,22.0,SDR,77.0,0.0,1448.0,4.4,11.2,0.394,0.0,0.0,0.0,4.4,11.2,0.394,3.3,5.1,0.642,0.0,0.0,5.4,5.9,0.0,0.0,0.0,3.9,12.1
4,Bob Allen,PF,22.0,SFW,27.0,0.0,232.0,2.2,6.7,0.326,0.0,0.0,0.0,2.2,6.7,0.326,3.1,5.6,0.556,0.0,0.0,8.7,1.6,0.0,0.0,0.0,4.2,7.4
5,Cliff Anderson,SG,24.0,LAL,35.0,0.0,289.0,5.5,13.5,0.407,0.0,0.0,0.0,5.5,13.5,0.407,5.9,10.2,0.573,0.0,0.0,5.5,3.9,0.0,0.0,0.0,7.2,16.8
6,Al Attles*,PG,32.0,SFW,51.0,0.0,1516.0,3.8,8.5,0.451,0.0,0.0,0.0,3.8,8.5,0.451,2.3,3.5,0.638,0.0,0.0,4.3,7.3,0.0,0.0,0.0,4.3,9.9
7,Harry Barnes,SF,23.0,SDR,22.0,0.0,126.0,5.1,18.3,0.281,0.0,0.0,0.0,5.1,18.3,0.281,2.0,3.7,0.538,0.0,0.0,7.4,1.4,0.0,0.0,0.0,7.1,12.3
8,Jim Barnes,C-PF,27.0,TOT,59.0,0.0,706.0,5.9,13.3,0.441,0.0,0.0,0.0,5.9,13.3,0.441,3.8,5.7,0.676,0.0,0.0,11.4,1.4,0.0,0.0,0.0,6.2,15.6
9,Jim Barnes,PF,27.0,CHI,10.0,0.0,111.0,7.5,19.1,0.39,0.0,0.0,0.0,7.5,19.1,0.39,3.2,6.2,0.526,0.0,0.0,9.7,0.3,0.0,0.0,0.0,4.9,18.2
10,Jim Barnes,C,27.0,BOS,49.0,0.0,595.0,5.6,12.2,0.455,0.0,0.0,0.0,5.6,12.2,0.455,3.9,5.6,0.707,0.0,0.0,11.7,1.6,0.0,0.0,0.0,6.5,15.1
11,Dick Barnett,SG,32.0,NYK,82.0,0.0,2953.0,6.9,14.9,0.463,0.0,0.0,0.0,6.9,14.9,0.463,3.8,4.9,0.774,0.0,0.0,3.1,3.5,0.0,0.0,0.0,2.9,17.6
12,Jim Barnett,SG,24.0,SDR,80.0,0.0,2346.0,7.1,16.8,0.425,0.0,0.0,0.0,7.1,16.8,0.425,3.6,4.8,0.752,0.0,0.0,5.6,5.2,0.0,0.0,0.0,3.7,17.8
13,John Barnhill,PG,30.0,BAL,30.0,0.0,504.0,5.4,12.5,0.434,0.0,0.0,0.0,5.4,12.5,0.434,2.8,4.6,0.6,0.0,0.0,3.8,5.1,0.0,0.0,0.0,4.5,13.6
14,Elgin Baylor*,SF,34.0,LAL,76.0,0.0,3064.0,8.6,19.2,0.447,0.0,0.0,0.0,8.6,19.2,0.447,4.9,6.7,0.743,0.0,0.0,9.5,4.8,0.0,0.0,0.0,2.4,22.1
15,Zelmo Beaty*,C,29.0,ATL,72.0,0.0,2578.0,8.2,17.5,0.47,0.0,0.0,0.0,8.2,17.5,0.47,5.2,7.1,0.731,0.0,0.0,11.1,1.8,0.0,0.0,0.0,3.8,21.6
16,Walt Bellamy*,C,29.0,TOT,88.0,0.0,3159.0,6.4,12.6,0.51,0.0,0.0,0.0,6.4,12.6,0.51,4.6,7.0,0.649,0.0,0.0,12.5,2.0,0.0,0.0,0.0,3.6,17.4
17,Walt Bellamy*,C,29.0,NYK,35.0,0.0,1136.0,6.5,12.7,0.507,0.0,0.0,0.0,6.5,12.7,0.507,4.0,6.4,0.619,0.0,0.0,12.2,2.4,0.0,0.0,0.0,3.9,16.9
18,Walt Bellamy*,C,29.0,DET,53.0,0.0,2023.0,6.4,12.5,0.512,0.0,0.0,0.0,6.4,12.5,0.512,4.9,7.4,0.663,0.0,0.0,12.7,1.8,0.0,0.0,0.0,3.5,17.7
19,Ed Biedenbach,G,23.0,PHO,7.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,12.0,0.667,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,8.0
20,Dave Bing*,PG,25.0,DET,77.0,0.0,3039.0,8.0,18.9,0.425,0.0,0.0,0.0,8.0,18.9,0.425,5.3,7.4,0.713,0.0,0.0,4.5,6.5,0.0,0.0,0.0,3.0,21.3
21,John Block,PF,24.0,SDR,78.0,0.0,2489.0,6.5,15.3,0.422,0.0,0.0,0.0,6.5,15.3,0.422,4.3,5.8,0.748,0.0,0.0,10.2,2.0,0.0,0.0,0.0,3.6,17.3
22,Tom Boerwinkle,C,23.0,CHI,80.0,0.0,2365.0,4.8,12.6,0.383,0.0,0.0,0.0,4.8,12.6,0.383,2.2,3.4,0.653,0.0,0.0,13.5,2.7,0.0,0.0,0.0,4.8,11.9
23,Bob Boozer,PF,31.0,CHI,79.0,0.0,2872.0,8.3,17.2,0.481,0.0,0.0,0.0,8.3,17.2,0.481,4.9,6.1,0.806,0.0,0.0,7.7,2.0,0.0,0.0,0.0,2.7,21.5
24,Nate Bowman,C,25.0,NYK,67.0,0.0,607.0,4.9,13.4,0.363,0.0,0.0,0.0,4.9,13.4,0.363,1.7,3.6,0.475,0.0,0.0,13.0,3.1,0.0,0.0,0.0,8.4,11.4
25,Bill Bradley*,SF,25.0,NYK,82.0,0.0,2413.0,6.1,14.1,0.429,0.0,0.0,0.0,6.1,14.1,0.429,3.1,3.8,0.814,0.0,0.0,5.2,4.5,0.0,0.0,0.0,4.4,15.2
27,Bill Bridges,PF,29.0,ATL,80.0,0.0,2930.0,4.3,9.5,0.453,0.0,0.0,0.0,4.3,9.5,0.453,2.9,4.3,0.677,0.0,0.0,13.9,3.7,0.0,0.0,0.0,3.6,11.6
28,Em Bryant,PG,30.0,BOS,80.0,0.0,1388.0,5.1,12.7,0.404,0.0,0.0,0.0,5.1,12.7,0.404,1.7,2.6,0.65,0.0,0.0,5.0,4.6,0.0,0.0,0.0,6.8,11.9
29,Joe Caldwell,SG,27.0,ATL,81.0,0.0,2720.0,7.4,14.6,0.507,0.0,0.0,0.0,7.4,14.6,0.507,2.1,3.9,0.537,0.0,0.0,4.0,4.2,0.0,0.0,0.0,3.1,17.0
30,Jay Carty,PF,27.0,LAL,28.0,0.0,192.0,6.4,16.7,0.382,0.0,0.0,0.0,6.4,16.7,0.382,1.5,2.1,0.727,0.0,0.0,10.9,2.1,0.0,0.0,0.0,5.8,14.2
31,Wilt Chamberlain*,C,32.0,LAL,81.0,0.0,3669.0,6.3,10.8,0.583,0.0,0.0,0.0,6.3,10.8,0.583,3.7,8.4,0.446,0.0,0.0,16.8,3.6,0.0,0.0,0.0,1.4,16.3
32,Don Chaney,SG,22.0,BOS,20.0,0.0,209.0,6.2,19.5,0.319,0.0,0.0,0.0,6.2,19.5,0.319,1.4,3.4,0.4,0.0,0.0,7.9,3.3,0.0,0.0,0.0,5.5,13.8
33,Len Chappell,PF,28.0,MIL,80.0,0.0,2207.0,7.5,16.5,0.454,0.0,0.0,0.0,7.5,16.5,0.454,4.1,5.5,0.737,0.0,0.0,10.4,1.5,0.0,0.0,0.0,4.0,19.1
34,Archie Clark,SG,27.0,PHI,82.0,0.0,2144.0,7.5,15.6,0.478,0.0,0.0,0.0,7.5,15.6,0.478,3.7,5.3,0.697,0.0,0.0,4.4,5.0,0.0,0.0,0.0,3.2,18.6
35,Barry Clemens,SF,25.0,CHI,75.0,0.0,1444.0,5.9,15.7,0.374,0.0,0.0,0.0,5.9,15.7,0.374,2.0,3.1,0.656,0.0,0.0,7.9,3.1,0.0,0.0,0.0,4.1,13.8
36,Mel Counts,PF,27.0,LAL,77.0,0.0,1866.0,7.5,16.7,0.45,0.0,0.0,0.0,7.5,16.7,0.45,3.4,4.3,0.805,0.0,0.0,11.6,2.1,0.0,0.0,0.0,4.3,18.5
37,Freddie Crawford,SG,27.0,LAL,81.0,0.0,1690.0,4.5,9.7,0.465,0.0,0.0,0.0,4.5,9.7,0.465,1.8,3.3,0.539,0.0,0.0,4.6,3.3,0.0,0.0,0.0,4.8,10.8
38,Billy Cunningham*,PF,25.0,PHI,82.0,0.0,3345.0,8.0,18.7,0.426,0.0,0.0,0.0,8.0,18.7,0.426,6.0,8.1,0.737,0.0,0.0,11.3,3.1,0.0,0.0,0.0,3.5,21.9
39,Dick Cunningham,C,22.0,MIL,77.0,0.0,1236.0,4.1,9.7,0.425,0.0,0.0,0.0,4.1,9.7,0.425,2.0,3.1,0.651,0.0,0.0,12.8,1.7,0.0,0.0,0.0,4.8,10.2
40,Jim Davis,C,27.0,ATL,78.0,0.0,1367.0,7.0,15.0,0.467,0.0,0.0,0.0,7.0,15.0,0.467,4.1,6.1,0.667,0.0,0.0,13.9,2.6,0.0,0.0,0.0,6.3,18.0
41,Dave DeBusschere*,PF,28.0,TOT,76.0,0.0,2943.0,6.2,13.9,0.444,0.0,0.0,0.0,6.2,13.9,0.444,2.8,4.0,0.698,0.0,0.0,10.9,2.3,0.0,0.0,0.0,3.5,15.2
42,Dave DeBusschere*,PF,28.0,DET,29.0,0.0,1092.0,6.2,13.9,0.447,0.0,0.0,0.0,6.2,13.9,0.447,3.1,4.3,0.723,0.0,0.0,11.6,2.1,0.0,0.0,0.0,3.7,15.6
43,Dave DeBusschere*,PF,28.0,NYK,47.0,0.0,1851.0,6.2,13.9,0.442,0.0,0.0,0.0,6.2,13.9,0.442,2.6,3.9,0.682,0.0,0.0,10.4,2.5,0.0,0.0,0.0,3.5,15.0
44,Connie Dierking,C,32.0,CIN,82.0,0.0,2540.0,7.7,17.5,0.443,0.0,0.0,0.0,7.7,17.5,0.443,3.4,4.5,0.762,0.0,0.0,10.5,3.1,0.0,0.0,0.0,4.3,18.9
45,Bill Dinwiddie,SF,25.0,CIN,69.0,0.0,1028.0,4.3,12.3,0.352,0.0,0.0,0.0,4.3,12.3,0.352,1.6,3.0,0.517,0.0,0.0,8.5,1.9,0.0,0.0,0.0,5.1,10.3
46,Terry Dischinger,SF,28.0,DET,75.0,0.0,1456.0,6.5,12.7,0.515,0.0,0.0,0.0,6.5,12.7,0.515,3.2,4.4,0.73,0.0,0.0,8.0,2.3,0.0,0.0,0.0,5.7,16.3
47,Sonny Dove,PF,23.0,DET,29.0,0.0,236.0,7.2,15.3,0.47,0.0,0.0,0.0,7.2,15.3,0.47,3.7,5.5,0.667,0.0,0.0,9.5,1.8,0.0,0.0,0.0,7.5,18.0
48,Johnny Egan,PG,30.0,LAL,82.0,0.0,1805.0,4.9,11.9,0.412,0.0,0.0,0.0,4.9,11.9,0.412,4.1,4.8,0.85,0.0,0.0,2.9,4.3,0.0,0.0,0.0,4.1,13.9
50,Joe Ellis,SF,24.0,SFW,74.0,0.0,1731.0,7.7,19.5,0.395,0.0,0.0,0.0,7.7,19.5,0.395,3.1,4.2,0.731,0.0,0.0,10.0,2.7,0.0,0.0,0.0,5.4,18.5
51,Leroy Ellis,C,28.0,BAL,80.0,0.0,1603.0,5.1,11.8,0.435,0.0,0.0,0.0,5.1,11.8,0.435,2.6,3.5,0.755,0.0,0.0,11.5,1.6,0.0,0.0,0.0,3.8,12.9
52,Wayne Embry*,C,31.0,MIL,78.0,0.0,2355.0,5.8,13.7,0.427,0.0,0.0,0.0,5.8,13.7,0.427,4.0,6.0,0.664,0.0,0.0,10.3,2.3,0.0,0.0,0.0,4.6,15.6
53,Keith Erickson,SG,24.0,LAL,77.0,0.0,1974.0,4.8,11.5,0.42,0.0,0.0,0.0,4.8,11.5,0.42,2.2,3.2,0.686,0.0,0.0,5.6,3.5,0.0,0.0,0.0,4.0,11.8
54,Bob Ferry,C,31.0,BAL,7.0,0.0,36.0,5.0,14.0,0.357,0.0,0.0,0.0,5.0,14.0,0.357,3.0,6.0,0.5,0.0,0.0,9.0,4.0,0.0,0.0,0.0,3.0,13.0
55,Hank Finkel,C,26.0,SDR,35.0,0.0,332.0,5.3,12.0,0.441,0.0,0.0,0.0,5.3,12.0,0.441,3.4,4.4,0.756,0.0,0.0,11.6,2.3,0.0,0.0,0.0,5.7,14.0
56,Fred Foster,SF,22.0,CIN,56.0,0.0,497.0,5.4,14.0,0.383,0.0,0.0,0.0,5.4,14.0,0.383,3.1,4.8,0.652,0.0,0.0,4.4,2.6,0.0,0.0,0.0,3.5,13.8
57,Jim Fox,C,25.0,TOT,76.0,0.0,2354.0,4.9,10.4,0.47,0.0,0.0,0.0,4.9,10.4,0.47,2.9,4.1,0.715,0.0,0.0,12.5,2.5,0.0,0.0,0.0,4.1,12.6
58,Jim Fox,C,25.0,DET,25.0,0.0,375.0,4.3,9.2,0.469,0.0,0.0,0.0,4.3,9.2,0.469,3.3,5.1,0.642,0.0,0.0,13.3,2.2,0.0,0.0,0.0,5.4,11.9
59,Jim Fox,C,25.0,PHO,51.0,0.0,1979.0,5.0,10.6,0.47,0.0,0.0,0.0,5.0,10.6,0.47,2.9,3.9,0.734,0.0,0.0,12.4,2.6,0.0,0.0,0.0,3.8,12.8
60,Walt Frazier*,PG,23.0,NYK,80.0,0.0,2949.0,6.5,12.8,0.505,0.0,0.0,0.0,6.5,12.8,0.505,4.2,5.6,0.746,0.0,0.0,6.1,7.8,0.0,0.0,0.0,3.0,17.1
61,Pat Frink,SG,23.0,CIN,48.0,0.0,363.0,5.0,14.6,0.34,0.0,0.0,0.0,5.0,14.6,0.34,2.3,2.9,0.793,0.0,0.0,4.1,5.5,0.0,0.0,0.0,5.4,12.2
62,Dave Gambee,SF,31.0,TOT,59.0,0.0,926.0,8.2,18.1,0.452,0.0,0.0,0.0,8.2,18.1,0.452,6.2,7.6,0.815,0.0,0.0,10.0,1.8,0.0,0.0,0.0,6.2,22.5
63,Dave Gambee,SF,31.0,MIL,34.0,0.0,624.0,8.7,18.6,0.464,0.0,0.0,0.0,8.7,18.6,0.464,6.3,7.7,0.827,0.0,0.0,10.3,1.8,0.0,0.0,0.0,5.7,23.7
64,Dave Gambee,SF,31.0,DET,25.0,0.0,302.0,7.2,16.9,0.423,0.0,0.0,0.0,7.2,16.9,0.423,5.8,7.4,0.79,0.0,0.0,9.3,1.8,0.0,0.0,0.0,7.2,20.1
65,Gail Goodrich*,PG,25.0,PHO,81.0,0.0,3236.0,8.0,19.4,0.411,0.0,0.0,0.0,8.0,19.4,0.411,5.5,7.4,0.747,0.0,0.0,4.9,5.8,0.0,0.0,0.0,2.8,21.5
66,Mal Graham,PG,23.0,BOS,22.0,0.0,103.0,4.5,19.2,0.236,0.0,0.0,0.0,4.5,19.2,0.236,3.8,4.9,0.786,0.0,0.0,8.4,4.9,0.0,0.0,0.0,9.4,12.9
