b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 15, 1968",/boxscores/196810150NYK.html,Chicago Bulls,100,New York Knicks,96,Box Score,,,
"Wed, Oct 16, 1968",/boxscores/196810160ATL.html,Cincinnati Royals,125,Atlanta Hawks,110,Box Score,,,
"Wed, Oct 16, 1968",/boxscores/196810160BAL.html,Detroit Pistons,116,Baltimore Bullets,124,Box Score,,,
"Wed, Oct 16, 1968",/boxscores/196810160MIL.html,Chicago Bulls,89,Milwaukee Bucks,84,Box Score,,,
"Thu, Oct 17, 1968",/boxscores/196810170SDR.html,Seattle SuperSonics,110,San Diego Rockets,128,Box Score,,,
"Fri, Oct 18, 1968",/boxscores/196810180DET.html,Boston Celtics,106,Detroit Pistons,88,Box Score,,,
"Fri, Oct 18, 1968",/boxscores/196810180PHI.html,Los Angeles Lakers,96,Philadelphia 76ers,114,Box Score,,,
"Fri, Oct 18, 1968",/boxscores/196810180PHO.html,Seattle SuperSonics,107,Phoenix Suns,116,Box Score,,,
"Fri, Oct 18, 1968",/boxscores/196810180SFW.html,San Diego Rockets,123,San Francisco Warriors,108,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190CHI.html,Boston Celtics,106,Chicago Bulls,96,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190SEA.html,San Francisco Warriors,107,Seattle SuperSonics,95,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190NYK.html,Los Angeles Lakers,118,New York Knicks,96,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190CIN.html,Detroit Pistons,115,Cincinnati Royals,127,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190BAL.html,Philadelphia 76ers,124,Baltimore Bullets,121,Box Score,,,
"Sat, Oct 19, 1968",/boxscores/196810190ATL.html,Milwaukee Bucks,107,Atlanta Hawks,125,Box Score,,,
"Sun, Oct 20, 1968",/boxscores/196810200PHO.html,Baltimore Bullets,134,Phoenix Suns,122,Box Score,,,
"Mon, Oct 21, 1968",/boxscores/196810210BAL.html,Seattle SuperSonics,104,Baltimore Bullets,111,Box Score,,,"at Vancouver, Canada"
"Tue, Oct 22, 1968",/boxscores/196810220CIN.html,Los Angeles Lakers,103,Cincinnati Royals,107,Box Score,,,
"Tue, Oct 22, 1968",/boxscores/196810220NYK.html,Philadelphia 76ers,114,New York Knicks,117,Box Score,,,
"Tue, Oct 22, 1968",/boxscores/196810220SFW.html,Phoenix Suns,101,San Francisco Warriors,109,Box Score,,,
"Wed, Oct 23, 1968",/boxscores/196810230SEA.html,San Diego Rockets,117,Seattle SuperSonics,118,Box Score,,,
"Wed, Oct 23, 1968",/boxscores/196810230MIL.html,New York Knicks,114,Milwaukee Bucks,112,Box Score,,,
"Wed, Oct 23, 1968",/boxscores/196810230BOS.html,Cincinnati Royals,101,Boston Celtics,108,Box Score,,,
"Wed, Oct 23, 1968",/boxscores/196810230ATL.html,Chicago Bulls,91,Atlanta Hawks,106,Box Score,,,
"Wed, Oct 23, 1968",/boxscores/196810230DET.html,Los Angeles Lakers,110,Detroit Pistons,117,Box Score,,,
"Thu, Oct 24, 1968",/boxscores/196810240PHO.html,New York Knicks,92,Phoenix Suns,109,Box Score,,,
"Thu, Oct 24, 1968",/boxscores/196810240SDR.html,Baltimore Bullets,119,San Diego Rockets,115,Box Score,,,
"Fri, Oct 25, 1968",/boxscores/196810250DET.html,Philadelphia 76ers,122,Detroit Pistons,132,Box Score,,,
"Fri, Oct 25, 1968",/boxscores/196810250LAL.html,Baltimore Bullets,111,Los Angeles Lakers,117,Box Score,,,
"Fri, Oct 25, 1968",/boxscores/196810250SEA.html,Atlanta Hawks,112,Seattle SuperSonics,123,Box Score,,,
"Sat, Oct 26, 1968",/boxscores/196810260BOS.html,Milwaukee Bucks,89,Boston Celtics,102,Box Score,,,
"Sat, Oct 26, 1968",/boxscores/196810260NYK.html,Cincinnati Royals,92,New York Knicks,98,Box Score,,,
