,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,57.0,22.0,0.722,—,119.7,114.1,4.94
1,Philadelphia Warriors,46.0,33.0,0.582,11.0,121.0,120.1,0.89
2,Syracuse Nationals,38.0,41.0,0.481,19.0,121.3,119.2,1.93
3,New York Knicks,21.0,58.0,0.266,36.0,113.7,120.1,-5.43
4,St. Louis Hawks,51.0,28.0,0.646,—,118.8,115.2,2.99
5,Los Angeles Lakers,36.0,43.0,0.456,15.0,114.0,114.1,-0.11
6,Detroit Pistons,34.0,45.0,0.43,17.0,118.6,121.0,-2.11
7,Cincinnati Royals,33.0,46.0,0.418,18.0,117.9,121.3,-3.04
