,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,SDR,Elvin Hayes,Houston,16.0,1303.0,50000.0,27313.0,16279.0,2398.0,0.452,0.147,0.67,38.4,21.0,12.5,1.8,120.8,0.116,0.6,21.4
2,2.0,BAL,Wes Unseld,Louisville,13.0,984.0,35832.0,10624.0,13769.0,3822.0,0.509,0.5,0.633,36.4,10.8,14.0,3.9,110.1,0.147,2.9,25.3
3,3.0,SEA,Bob Kauffman,Guilford College,7.0,525.0,13568.0,6049.0,3682.0,1429.0,0.477,0.0,0.749,25.8,11.5,7.0,2.7,31.5,0.111,-1.1,0.5
4,4.0,CHI,Tom Boerwinkle,Tennessee,10.0,635.0,14387.0,4596.0,5745.0,2007.0,0.453,0.0,0.675,22.7,7.2,9.0,3.2,38.0,0.127,2.8,6.2
5,5.0,CIN,Zaid Abdul-Aziz,Iowa State,10.0,505.0,11023.0,4557.0,4065.0,601.0,0.428,0.0,0.728,21.8,9.0,8.0,1.2,17.5,0.076,0.4,2.7
6,6.0,DET,Otto Moore,University of Texas-Pan American,9.0,682.0,16893.0,5616.0,5575.0,1060.0,0.453,0.0,0.609,24.8,8.2,8.2,1.6,24.7,0.07,0.4,3.9
7,7.0,MIL,Charlie Paulk,Northeastern State University,3.0,120.0,1641.0,741.0,462.0,41.0,0.392,0.0,0.611,13.7,6.2,3.9,0.3,-0.9,-0.026,0.0,0.0
8,8.0,PHO,Gary Gregor,South Carolina,4.0,296.0,7397.0,2905.0,2065.0,436.0,0.431,0.0,0.715,25.0,9.8,7.0,1.5,2.6,0.017,0.0,0.0
9,9.0,SFW,Ron Williams,West Virginia,8.0,516.0,11478.0,4797.0,971.0,1818.0,0.441,0.0,0.833,22.2,9.3,1.9,3.5,23.5,0.098,-2.2,-0.1
10,10.0,NYK,Bill Hosket,Ohio State,4.0,143.0,1395.0,573.0,355.0,94.0,0.485,0.0,0.715,9.8,4.0,2.5,0.7,3.2,0.109,0.0,0.0
11,11.0,LAL,Bill Hewitt,USC,6.0,361.0,7461.0,2062.0,1994.0,469.0,0.439,0.0,0.561,20.7,5.7,5.5,1.3,5.2,0.033,-1.4,0.1
12,12.0,BOS,Don Chaney,Houston,11.0,742.0,17406.0,6216.0,2913.0,1593.0,0.438,0.167,0.776,23.5,8.4,3.9,2.1,35.5,0.098,-0.2,4.2
13,13.0,ATL,Skip Harlicka,South Carolina,1.0,26.0,218.0,106.0,16.0,37.0,0.456,0.0,0.774,8.4,4.1,0.6,1.4,0.5,0.119,0.0,0.0
14,14.0,PHI,Shaler Halimon,Utah State University,3.0,170.0,2523.0,1136.0,571.0,302.0,0.397,0.0,0.622,14.8,6.7,3.4,1.8,-0.1,-0.001,0.0,0.0
17,15.0,SDR,John Trapp,UNLV,4.0,279.0,4895.0,2066.0,1248.0,283.0,0.42,0.0,0.725,17.5,7.4,4.5,1.0,6.2,0.061,0.0,0.0
18,16.0,SEA,Art Harris,Stanford,4.0,238.0,5206.0,2171.0,575.0,639.0,0.396,0.0,0.626,21.9,9.1,2.4,2.7,-1.7,-0.016,0.0,0.0
19,17.0,CHI,Loy Petersen,Oregon State,2.0,69.0,530.0,199.0,67.0,48.0,0.387,0.0,0.682,7.7,2.9,1.0,0.7,0.2,0.021,0.0,0.0
20,18.0,BAL,Bob Quick,Xavier,3.0,136.0,1868.0,822.0,381.0,93.0,0.452,0.0,0.738,13.7,6.0,2.8,0.7,4.0,0.103,0.0,0.0
21,19.0,CHI,Ron Dunlap,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,20.0,DET,Manny Leaks,Niagara University,2.0,135.0,3375.0,1114.0,921.0,120.0,0.391,0.0,0.714,25.0,8.3,6.8,0.9,1.0,0.014,-3.4,-0.3
23,21.0,PHO,Dick Cunningham,Murray State,7.0,358.0,3792.0,1012.0,1324.0,221.0,0.406,0.0,0.636,10.6,2.8,3.7,0.6,4.2,0.054,-4.0,0.0
24,22.0,MIL,Gene Moore,Saint Louis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,23.0,SDR,Stu Lantz,Nebraska,8.0,547.0,15267.0,6782.0,1820.0,1566.0,0.435,0.0,0.814,27.9,12.4,3.3,2.9,32.5,0.102,-2.1,-0.1
28,24.0,SEA,Jeff Ockel,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,25.0,DET,Don Dee,Saint Mary of the Plains College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,26.0,BAL,Ron Nelson,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,27.0,CIN,Pat Frink,Colorado,1.0,48.0,363.0,123.0,41.0,55.0,0.34,0.0,0.793,7.6,2.6,0.9,1.1,-0.5,-0.064,0.0,0.0
32,28.0,CIN,Fred Foster,Miami University,8.0,524.0,9116.0,4093.0,1275.0,601.0,0.414,0.0,0.727,17.4,7.8,2.4,1.1,2.9,0.016,-4.3,-1.4
33,29.0,SFW,Donald Sidle,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,30.0,NYK,Don May,Dayton,7.0,379.0,6619.0,3339.0,1309.0,389.0,0.453,0.0,0.798,17.5,8.8,3.5,1.0,11.4,0.082,-3.4,-0.3
35,31.0,CHI,Dave Newmark,Columbia University,2.0,145.0,1771.0,769.0,521.0,100.0,0.405,0.0,0.671,12.2,5.3,3.6,0.7,1.2,0.034,0.0,0.0
36,32.0,BOS,Garfield Smith,Eastern Kentucky University,2.0,63.0,415.0,168.0,132.0,17.0,0.385,0.0,0.322,6.6,2.7,2.1,0.3,-0.3,-0.036,0.0,0.0
37,33.0,BAL,Jack Thompson,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,34.0,SEA,Ed Johnson,Tennessee State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,35.0,MIL,Sam Williams,Iowa,2.0,66.0,672.0,255.0,116.0,64.0,0.353,0.0,0.531,10.2,3.9,1.8,1.0,-0.4,-0.029,0.0,0.0
40,36.0,PHO,Art Beatty,American University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,37.0,SDR,Harry Barnes,Northeastern University,1.0,22.0,126.0,43.0,26.0,5.0,0.281,0.0,0.538,5.7,2.0,1.2,0.2,-0.4,-0.154,0.0,0.0
44,38.0,SEA,Henry Logan,Western Carolina University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,39.0,CHI,Mike Lynn,UCLA,2.0,49.0,428.0,126.0,68.0,31.0,0.329,0.0,0.667,8.7,2.6,1.4,0.6,-0.3,-0.035,0.0,0.0
46,40.0,BAL,Dallas Thornton,Kentucky Wesleyan College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,41.0,CIN,Daniel Sparks,Weber State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,42.0,DET,Rich Niemann,Saint Louis,1.0,40.0,290.0,113.0,106.0,18.0,0.414,0.0,0.778,7.3,2.8,2.7,0.5,0.3,0.042,0.0,0.0
49,43.0,SFW,Edgar Lacey,UCLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,44.0,NYK,Warren Jabali,Wichita State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,45.0,LAL,Ed Biedenbach,NC State,1.0,7.0,18.0,4.0,2.0,3.0,0.0,0.0,0.667,2.6,0.6,0.3,0.4,-0.1,-0.248,0.0,0.0
52,46.0,BOS,Rich Johnson,Grambling State University,2.0,97.0,1074.0,457.0,265.0,39.0,0.452,0.0,0.613,11.1,4.7,2.7,0.4,1.3,0.06,0.0,0.0
53,47.0,ATL,Bob Warren,Vanderbilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,48.0,SDR,Darryl Jones,Benedictine College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,49.0,PHO,Rich Jones,Memphis,1.0,34.0,877.0,360.0,194.0,46.0,0.385,0.0,0.76,25.8,10.6,5.7,1.4,0.6,0.033,-3.1,-0.2
56,50.0,MIL,Greg Smith,Western Kentucky,8.0,524.0,12269.0,4097.0,3249.0,969.0,0.482,0.0,0.646,23.4,7.8,6.2,1.8,22.2,0.087,-2.9,-0.3
59,51.0,SDR,Glen Combs,Virginia Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,52.0,SEA,Al Hairston,Bowling Green,2.0,42.0,294.0,91.0,41.0,44.0,0.336,0.0,0.6,7.0,2.2,1.0,1.0,-0.5,-0.082,0.0,0.0
61,53.0,CHI,Jim Tillman,Loyola Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,54.0,BAL,Ed Chaplin,Voorhees College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,55.0,CIN,Jim Kissane,Boston College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,56.0,DET,Carl Fuller,Bethune-Cookman College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,57.0,SFW,Jim Eakins,BYU,2.0,115.0,1744.0,628.0,436.0,148.0,0.462,0.0,0.844,15.2,5.5,3.8,1.3,4.5,0.123,-0.5,0.7
66,58.0,NYK,Hal Booker,Cheyney University of Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,59.0,LAL,Lou Shephard,Missouri State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,60.0,BOS,Thad Jaracz,Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
