,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,53.0,2029.0,7.3,16.9,0.434,2.1,5.5,0.392,5.2,11.5,0.454,2.6,2.8,0.93,0.5,2.0,2.4,6.9,1.1,0.1,2.0,2.1,19.4
1,Michael Adams,PG,33.0,CHH,21.0,3.0,329.0,4.0,9.1,0.446,1.5,4.5,0.341,2.5,4.6,0.548,2.8,3.8,0.743,0.5,1.9,2.4,7.3,2.3,0.4,2.7,2.7,12.5
2,Rafael Addison,SF,31.0,CHH,53.0,0.0,516.0,5.4,11.5,0.467,0.0,0.6,0.0,5.4,10.9,0.494,1.2,1.5,0.773,1.7,4.5,6.3,2.1,0.6,0.6,1.9,5.2,11.9
3,Cory Alexander,PG,22.0,SAS,60.0,0.0,560.0,4.1,10.0,0.406,1.7,4.2,0.394,2.4,5.7,0.416,1.0,1.6,0.64,0.6,2.1,2.7,7.8,1.7,0.1,4.4,6.0,10.8
4,Jerome Allen,SG,23.0,MIN,41.0,0.0,362.0,3.6,10.4,0.343,1.0,3.3,0.303,2.6,7.2,0.361,2.6,3.6,0.722,0.5,2.0,2.5,4.9,2.1,0.5,3.4,4.2,10.7
5,Derrick Alston,C,23.0,PHI,73.0,41.0,1614.0,4.4,8.6,0.512,0.0,0.1,0.333,4.4,8.6,0.513,1.2,2.5,0.491,2.8,3.9,6.7,1.4,1.2,1.2,1.3,4.3,10.1
6,John Amaechi,PF,25.0,CLE,28.0,3.0,357.0,2.9,7.1,0.414,0.0,0.0,0.0,2.9,7.1,0.414,1.9,3.3,0.576,1.3,3.9,5.2,0.9,0.6,1.1,3.4,4.9,7.8
7,Ashraf Amaya,PF,24.0,VAN,54.0,34.0,1104.0,3.9,8.2,0.48,0.0,0.0,0.0,3.9,8.2,0.482,3.2,4.9,0.651,3.7,6.2,9.9,1.1,0.7,0.3,1.9,4.9,11.1
8,Greg Anderson,PF,31.0,SAS,46.0,7.0,344.0,2.5,4.9,0.511,0.0,0.1,0.0,2.5,4.8,0.522,0.6,2.6,0.24,3.0,7.4,10.5,1.0,0.9,2.5,2.3,6.9,5.7
9,Kenny Anderson,PG,25.0,TOT,69.0,64.0,2344.0,5.4,12.8,0.418,1.4,3.9,0.359,3.9,8.9,0.445,4.0,5.2,0.769,1.0,2.2,3.1,8.8,1.7,0.2,2.2,2.7,16.1
10,Kenny Anderson,PG,25.0,NJN,31.0,28.0,1042.0,4.9,13.1,0.376,1.2,3.4,0.364,3.7,9.7,0.381,5.2,6.5,0.803,1.3,2.2,3.5,8.5,1.8,0.3,2.0,2.5,16.3
11,Kenny Anderson,PG,25.0,CHH,38.0,36.0,1302.0,5.7,12.6,0.454,1.5,4.3,0.357,4.1,8.2,0.505,3.0,4.1,0.727,0.7,2.1,2.8,9.1,1.6,0.2,2.4,2.9,16.0
12,Nick Anderson,SG,28.0,ORL,77.0,77.0,2717.0,5.3,12.0,0.442,2.2,5.7,0.391,3.1,6.3,0.489,2.2,3.2,0.692,1.2,4.3,5.5,3.7,1.6,0.6,1.9,1.8,15.0
13,Willie Anderson,SG,29.0,TOT,76.0,44.0,2060.0,5.0,11.5,0.436,0.6,2.1,0.283,4.4,9.4,0.47,2.3,2.8,0.81,0.8,3.5,4.3,3.4,1.3,1.0,2.5,4.0,13.0
14,Willie Anderson,SG,29.0,TOR,49.0,42.0,1564.0,5.3,12.1,0.44,0.7,2.2,0.305,4.7,9.9,0.47,2.6,3.0,0.856,0.8,3.5,4.3,3.4,1.3,1.2,2.7,3.9,13.9
15,Willie Anderson,SG,29.0,NYK,27.0,2.0,496.0,4.1,9.7,0.421,0.4,1.8,0.2,3.7,7.8,0.472,1.4,2.3,0.613,0.9,3.4,4.4,3.5,1.2,0.6,1.7,4.3,9.9
16,Greg Anthony,PG,28.0,VAN,69.0,68.0,2096.0,5.6,13.4,0.415,1.5,4.7,0.332,4.0,8.8,0.459,3.9,5.1,0.771,0.5,2.5,3.0,8.2,2.0,0.2,2.7,2.4,16.6
17,B.J. Armstrong,PG,28.0,GSW,82.0,64.0,2262.0,5.4,11.6,0.468,1.6,3.3,0.473,3.9,8.3,0.465,3.7,4.4,0.839,0.4,2.6,2.9,6.4,1.1,0.1,2.0,2.3,16.1
18,Darrell Armstrong,PG,27.0,ORL,13.0,0.0,41.0,14.0,28.1,0.5,5.3,10.5,0.5,8.8,17.6,0.5,3.5,3.5,1.0,0.0,1.8,1.8,4.4,5.3,0.0,5.3,3.5,36.9
19,Vincent Askew,SG,29.0,SEA,69.0,2.0,1725.0,4.5,9.1,0.493,0.6,1.8,0.337,3.9,7.3,0.531,2.6,3.4,0.764,1.4,3.2,4.5,3.4,1.0,0.3,2.0,3.7,12.1
20,Keith Askins,SF,28.0,MIA,75.0,14.0,1897.0,3.0,7.4,0.402,1.9,4.5,0.418,1.1,2.9,0.377,0.9,1.1,0.789,2.1,4.0,6.1,2.3,0.9,1.2,1.6,5.1,8.7
21,Stacey Augmon,SF,27.0,ATL,77.0,49.0,2294.0,5.7,11.6,0.491,0.0,0.1,0.25,5.7,11.5,0.492,3.9,5.0,0.792,2.1,2.6,4.8,2.1,1.7,0.5,2.2,3.0,15.3
22,Anthony Avent,PF,26.0,VAN,71.0,32.0,1586.0,4.1,10.6,0.384,0.0,0.0,0.0,4.1,10.6,0.384,1.3,1.7,0.74,2.5,5.6,8.1,1.6,0.7,1.0,2.4,4.6,9.4
23,Vin Baker,PF,24.0,MIL,82.0,82.0,3319.0,7.6,15.5,0.489,0.1,0.5,0.208,7.5,15.0,0.499,3.5,5.2,0.67,2.9,5.9,8.8,2.3,0.7,1.0,2.3,3.0,18.8
25,Steve Bardo,SG,27.0,DET,9.0,0.0,123.0,2.6,6.7,0.391,0.0,1.2,0.0,2.6,5.6,0.474,1.2,1.8,0.667,0.6,5.9,6.4,4.4,1.2,0.3,1.5,5.0,6.4
26,Charles Barkley*,PF,32.0,PHO,71.0,71.0,2632.0,7.9,15.9,0.5,0.7,2.4,0.28,7.3,13.5,0.539,6.0,7.7,0.777,3.3,7.9,11.2,3.6,1.6,0.8,3.0,2.8,22.6
27,Dana Barros,PG,28.0,BOS,80.0,25.0,2328.0,5.9,12.5,0.47,2.3,5.7,0.408,3.5,6.8,0.523,2.0,2.3,0.884,0.3,2.6,3.0,4.7,0.9,0.0,1.9,1.8,16.1
28,Brent Barry,SG,24.0,LAC,79.0,44.0,1898.0,5.4,11.3,0.474,2.3,5.6,0.416,3.0,5.7,0.532,2.1,2.6,0.81,0.7,2.5,3.2,4.4,1.8,0.4,2.3,3.7,15.2
29,Jon Barry,SG,26.0,GSW,68.0,0.0,712.0,4.6,9.4,0.492,2.2,4.7,0.473,2.4,4.7,0.511,1.6,1.9,0.838,0.9,2.3,3.2,4.3,1.7,0.6,2.1,2.6,13.0
30,Corey Beck,PG,24.0,CHH,5.0,0.0,33.0,2.2,8.7,0.25,0.0,0.0,0.0,2.2,8.7,0.25,1.1,2.2,0.5,3.3,4.4,7.6,5.5,1.1,0.0,4.4,8.7,5.5
31,Benoit Benjamin,C,31.0,TOT,83.0,71.0,1896.0,5.6,11.2,0.498,0.0,0.1,0.0,5.6,11.1,0.501,2.7,3.7,0.722,2.7,7.6,10.2,1.2,0.9,1.6,2.7,4.3,13.8
32,Benoit Benjamin,C,31.0,VAN,13.0,13.0,404.0,6.3,14.3,0.441,0.0,0.0,0.0,6.3,14.3,0.441,3.5,5.0,0.696,2.8,6.4,9.2,1.4,0.9,1.3,3.0,3.6,16.1
33,Benoit Benjamin,C,31.0,MIL,70.0,58.0,1492.0,5.4,10.4,0.52,0.0,0.1,0.0,5.4,10.3,0.523,2.4,3.3,0.732,2.7,7.9,10.5,1.2,0.8,1.7,2.7,4.4,13.2
34,Elmer Bennett,PG,25.0,PHI,8.0,0.0,66.0,2.2,9.3,0.235,0.0,0.0,0.0,2.2,9.3,0.235,1.6,2.2,0.75,0.5,2.2,2.7,4.4,0.5,0.5,3.8,3.3,6.0
35,Mario Bennett,SF,22.0,PHO,19.0,14.0,230.0,4.5,10.0,0.453,0.0,0.2,0.0,4.5,9.9,0.46,4.2,6.6,0.643,3.3,4.4,7.7,0.9,1.7,1.7,1.7,7.2,13.3
36,David Benoit,SF,27.0,UTA,81.0,63.0,1961.0,4.7,10.7,0.439,1.2,3.5,0.333,3.5,7.1,0.491,1.6,2.1,0.777,1.7,5.4,7.0,1.5,0.8,0.9,1.3,3.0,12.1
37,Travis Best,PG,23.0,IND,59.0,1.0,571.0,4.4,10.3,0.423,0.5,1.6,0.32,3.8,8.7,0.442,4.7,5.7,0.833,0.7,2.1,2.8,6.1,1.3,0.2,4.0,5.0,13.9
38,Mookie Blaylock,PG,28.0,ATL,81.0,81.0,2893.0,5.7,14.0,0.405,2.9,7.8,0.371,2.8,6.2,0.448,1.6,2.1,0.747,1.4,2.8,4.1,5.9,2.6,0.2,2.3,1.9,15.8
39,Corie Blount,PF,27.0,LAL,57.0,2.0,715.0,4.0,8.4,0.473,0.0,0.1,0.0,4.0,8.3,0.479,1.3,2.2,0.568,3.5,5.1,8.6,2.1,1.3,1.8,2.4,5.5,9.2
40,Muggsy Bogues,PG,31.0,CHH,6.0,0.0,77.0,2.8,7.5,0.375,0.0,0.5,0.0,2.8,7.0,0.4,0.9,0.9,1.0,2.8,0.5,3.3,8.9,0.9,0.0,2.8,1.9,6.5
41,Anthony Bonner,PF,27.0,ORL,4.0,0.0,43.0,4.2,12.6,0.333,0.0,0.0,0.0,4.2,12.6,0.333,2.5,5.9,0.429,5.0,10.9,15.9,3.3,2.5,0.0,2.5,9.2,10.9
