,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,CHI,Derrick Rose,Memphis,11.0,596.0,19402.0,11185.0,2031.0,3334.0,0.456,0.304,0.827,32.6,18.8,3.4,5.6,39.8,0.098,1.3,16.5
2,2.0,MIA,Michael Beasley,Kansas State,11.0,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9
3,3.0,MIN,O.J. Mayo,USC,8.0,547.0,16919.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7
4,4.0,SEA,Russell Westbrook,UCLA,12.0,872.0,30167.0,20264.0,6172.0,7256.0,0.437,0.304,0.8,34.6,23.2,7.1,8.3,101.3,0.161,4.9,52.1
5,5.0,MEM,Kevin Love,UCLA,12.0,710.0,22689.0,12935.0,7912.0,1684.0,0.443,0.371,0.828,32.0,18.2,11.1,2.4,81.8,0.173,3.4,30.9
6,6.0,NYK,Danilo Gallinari,,11.0,602.0,18680.0,9737.0,2964.0,1229.0,0.427,0.381,0.872,31.0,16.2,4.9,2.0,56.0,0.144,2.0,18.9
7,7.0,LAC,Eric Gordon,Indiana,12.0,662.0,21726.0,10975.0,1632.0,1893.0,0.425,0.37,0.811,32.8,16.6,2.5,2.9,34.4,0.076,-0.4,8.8
8,8.0,MIL,Joe Alexander,West Virginia,2.0,67.0,745.0,282.0,120.0,44.0,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3
9,9.0,CHA,D.J. Augustin,Texas,12.0,853.0,20557.0,8381.0,1623.0,3415.0,0.412,0.379,0.864,24.1,9.8,1.9,4.0,44.0,0.103,-0.5,7.9
10,10.0,NJN,Brook Lopez,Stanford,12.0,776.0,23741.0,13053.0,4960.0,1183.0,0.494,0.337,0.792,30.6,16.8,6.4,1.5,64.6,0.131,1.4,20.3
11,11.0,IND,Jerryd Bayless,Arizona,11.0,586.0,12486.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1
