,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,PF-C,31.0,TOT,16.0,0.0,158.0,5.2,13.7,0.383,0.0,0.0,0.0,5.2,13.7,0.383,3.9,5.2,0.739,4.3,7.1,11.4,2.3,0.7,0.7,3.2,6.6,14.4
1,Zaid Abdul-Aziz,C,31.0,BOS,2.0,0.0,24.0,4.5,19.5,0.231,0.0,0.0,0.0,4.5,19.5,0.231,3.0,4.5,0.667,9.0,13.5,22.5,4.5,1.5,1.5,4.5,6.0,12.0
2,Zaid Abdul-Aziz,PF,31.0,HOU,14.0,0.0,134.0,5.4,12.6,0.426,0.0,0.0,0.0,5.4,12.6,0.426,4.0,5.4,0.75,3.5,5.9,9.4,1.9,0.5,0.5,3.0,6.7,14.8
3,Kareem Abdul-Jabbar*,C,30.0,LAL,62.0,0.0,2265.0,10.5,19.2,0.55,0.0,0.0,0.0,10.5,19.2,0.55,4.4,5.6,0.783,3.0,9.8,12.7,4.3,1.6,2.9,3.3,2.9,25.4
4,Tom Abernethy,SF,23.0,LAL,73.0,0.0,1317.0,5.5,11.0,0.498,0.0,0.0,0.0,5.5,11.0,0.498,2.5,3.0,0.82,2.9,4.4,7.2,2.8,1.5,0.6,1.4,3.3,13.5
5,Alvan Adams,C,23.0,PHO,70.0,0.0,1914.0,8.2,16.8,0.485,0.0,0.0,0.0,8.2,16.8,0.485,4.0,5.5,0.73,3.0,7.7,10.6,4.2,1.6,1.2,4.4,4.6,20.4
6,Lucius Allen,PG,30.0,KCK,77.0,0.0,2147.0,6.3,14.2,0.441,0.0,0.0,0.0,6.3,14.2,0.441,2.9,3.7,0.791,1.1,2.7,3.8,6.0,1.6,0.5,3.6,3.0,15.4
7,Jim Ard,C,29.0,TOT,15.0,0.0,125.0,2.3,4.9,0.471,0.0,0.0,0.0,2.3,4.9,0.471,0.9,1.4,0.6,2.6,7.8,10.4,2.3,0.0,0.0,4.0,5.5,5.5
8,Jim Ard,C,29.0,BOS,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,0.5,4.0,12.0,16.0,4.0,0.0,0.0,0.0,4.0,4.0
9,Jim Ard,C,29.0,CHI,14.0,0.0,116.0,2.5,5.0,0.5,0.0,0.0,0.0,2.5,5.0,0.5,0.6,0.9,0.667,2.5,7.4,9.9,2.2,0.0,0.0,4.3,5.6,5.6
10,Tate Armstrong,SG,22.0,CHI,66.0,0.0,716.0,6.6,14.1,0.468,0.0,0.0,0.0,6.6,14.1,0.468,1.1,1.4,0.815,1.2,2.2,3.4,3.7,1.2,0.0,2.9,2.1,14.3
11,Bird Averitt,SG,25.0,TOT,55.0,0.0,1085.0,6.6,16.1,0.409,0.0,0.0,0.0,6.6,16.1,0.409,3.3,4.7,0.709,0.6,2.2,2.8,6.5,1.3,0.3,4.7,4.1,16.5
12,Bird Averitt,SG,25.0,NJN,21.0,0.0,409.0,6.1,16.5,0.367,0.0,0.0,0.0,6.1,16.5,0.367,3.2,4.0,0.8,0.6,2.3,2.9,6.0,1.5,0.1,4.8,3.3,15.3
13,Bird Averitt,SG,25.0,BUF,34.0,0.0,676.0,6.9,15.8,0.436,0.0,0.0,0.0,6.9,15.8,0.436,3.4,5.1,0.667,0.5,2.1,2.7,6.8,1.2,0.4,4.7,4.6,17.1
14,Dennis Awtrey,C,29.0,PHO,81.0,0.0,1623.0,2.5,5.9,0.424,0.0,0.0,0.0,2.5,5.9,0.424,1.5,2.4,0.633,2.2,4.5,6.7,3.6,0.4,0.6,2.8,3.4,6.5
15,Gus Bailey,SG,26.0,NOJ,48.0,0.0,449.0,4.7,11.1,0.424,0.0,0.0,0.0,4.7,11.1,0.424,3.0,5.4,0.552,3.5,3.0,6.6,3.2,1.4,1.2,2.6,3.7,12.4
16,Greg Ballard,SF,23.0,WSB,76.0,0.0,936.0,5.5,12.8,0.425,0.0,0.0,0.0,5.5,12.8,0.425,3.4,4.4,0.772,3.9,6.3,10.2,2.4,1.2,0.5,2.5,3.5,14.3
17,Mike Bantom,SF,26.0,IND,82.0,0.0,2775.0,6.5,13.6,0.479,0.0,0.0,0.0,6.5,13.6,0.479,3.3,4.4,0.743,2.4,5.5,7.9,3.1,1.3,0.6,2.8,4.3,16.3
18,Marvin Barnes,PF,25.0,TOT,60.0,0.0,1646.0,6.1,14.5,0.422,0.0,0.0,0.0,6.1,14.5,0.422,2.8,4.0,0.703,3.0,6.6,9.6,3.0,1.4,1.8,3.0,5.3,15.0
19,Marvin Barnes,PF,25.0,DET,12.0,0.0,269.0,7.1,15.8,0.449,0.0,0.0,0.0,7.1,15.8,0.449,1.9,3.9,0.483,3.7,8.4,12.2,2.5,0.9,1.5,3.9,5.8,16.1
20,Marvin Barnes,PF,25.0,BUF,48.0,0.0,1377.0,5.9,14.2,0.416,0.0,0.0,0.0,5.9,14.2,0.416,3.0,4.0,0.745,2.8,6.3,9.1,3.1,1.5,1.9,2.8,5.2,14.8
21,Rick Barry*,SF,33.0,GSW,82.0,0.0,3024.0,9.0,20.1,0.451,0.0,0.0,0.0,9.0,20.1,0.451,4.5,4.9,0.924,0.9,4.5,5.3,5.3,1.9,0.5,2.7,2.2,22.6
22,Tim Bassett,PF,26.0,NJN,65.0,0.0,1474.0,3.6,9.4,0.388,0.0,0.0,0.0,3.6,9.4,0.388,1.2,2.4,0.515,3.5,6.4,9.9,1.5,1.5,0.8,2.0,4.4,8.5
23,Butch Beard,PG,30.0,NYK,79.0,0.0,1979.0,5.6,11.2,0.502,0.0,0.0,0.0,5.6,11.2,0.502,2.3,2.9,0.806,1.4,3.4,4.8,6.2,2.1,0.1,2.8,3.7,13.6
24,Ron Behagen,PF,27.0,TOT,80.0,0.0,1735.0,7.2,16.7,0.43,0.0,0.0,0.0,7.2,16.7,0.43,3.7,5.1,0.725,4.2,6.5,10.6,2.1,1.3,0.6,3.6,5.5,18.1
25,Ron Behagen,PF,27.0,ATL,26.0,0.0,571.0,7.4,15.7,0.47,0.0,0.0,0.0,7.4,15.7,0.47,3.2,4.4,0.729,3.3,7.6,10.9,2.1,1.9,0.8,3.7,6.1,18.0
26,Ron Behagen,PF,27.0,HOU,3.0,0.0,33.0,7.6,12.0,0.636,0.0,0.0,0.0,7.6,12.0,0.636,0.0,1.1,0.0,2.2,5.5,7.6,2.2,0.0,0.0,3.3,6.5,15.3
27,Ron Behagen,PF,27.0,IND,51.0,0.0,1131.0,7.1,17.3,0.408,0.0,0.0,0.0,7.1,17.3,0.408,4.1,5.6,0.727,4.6,6.0,10.6,2.1,1.0,0.6,3.6,5.1,18.2
28,Mel Bennett,PF,23.0,IND,31.0,0.0,285.0,2.9,10.2,0.284,0.0,0.0,0.0,2.9,10.2,0.284,3.5,5.7,0.622,6.2,5.6,11.7,2.8,1.4,0.9,3.8,6.8,9.3
29,Kent Benson,C,23.0,MIL,69.0,0.0,1288.0,6.1,13.2,0.465,0.0,0.0,0.0,6.1,13.2,0.465,2.6,3.9,0.652,2.5,5.8,8.2,2.8,1.9,1.5,3.3,4.9,14.9
30,Henry Bibby,PG,28.0,PHI,82.0,0.0,2518.0,4.1,9.4,0.434,0.0,0.0,0.0,4.1,9.4,0.434,2.4,3.1,0.781,0.9,2.7,3.6,6.6,1.3,0.1,2.2,3.0,10.6
32,Bob Bigelow,SF,24.0,TOT,5.0,0.0,24.0,6.0,19.5,0.308,0.0,0.0,0.0,6.0,19.5,0.308,0.0,0.0,0.0,4.5,9.0,13.5,0.0,0.0,0.0,0.0,4.5,12.0
33,Bob Bigelow,SF,24.0,KCK,1.0,0.0,7.0,5.1,5.1,1.0,0.0,0.0,0.0,5.1,5.1,1.0,0.0,0.0,0.0,10.3,15.4,25.7,0.0,0.0,0.0,0.0,10.3,10.3
34,Bob Bigelow,SF,24.0,BOS,4.0,0.0,17.0,6.4,25.4,0.25,0.0,0.0,0.0,6.4,25.4,0.25,0.0,0.0,0.0,2.1,6.4,8.5,0.0,0.0,0.0,0.0,2.1,12.7
35,Dave Bing*,PG,34.0,BOS,80.0,0.0,2256.0,6.7,15.0,0.449,0.0,0.0,0.0,6.7,15.0,0.449,3.9,4.7,0.824,1.2,2.2,3.4,4.8,1.3,0.3,3.4,3.9,17.4
36,Otis Birdsong,SG,22.0,KCK,73.0,0.0,1878.0,9.0,18.3,0.492,0.0,0.0,0.0,9.0,18.3,0.492,4.1,5.9,0.697,1.3,2.0,3.4,3.3,1.4,0.2,2.8,3.4,22.2
37,Tom Boerwinkle,C,32.0,CHI,22.0,0.0,227.0,3.6,7.9,0.46,0.0,0.0,0.0,3.6,7.9,0.46,1.6,2.1,0.769,2.2,7.1,9.4,7.0,0.5,0.6,4.1,5.7,8.9
38,Phil Bond,SG,23.0,HOU,7.0,0.0,21.0,3.4,10.3,0.333,0.0,0.0,0.0,3.4,10.3,0.333,0.0,0.0,0.0,1.7,5.1,6.9,3.4,1.7,0.0,3.4,1.7,6.9
39,Ron Boone,SG,31.0,KCK,82.0,0.0,2653.0,7.6,17.2,0.443,0.0,0.0,0.0,7.6,17.2,0.443,4.4,5.1,0.854,1.5,2.1,3.7,4.2,1.4,0.1,4.1,3.2,19.6
40,Jim Bostic,PF,25.0,DET,4.0,0.0,48.0,9.0,16.5,0.545,0.0,0.0,0.0,9.0,16.5,0.545,1.5,3.7,0.4,6.0,6.0,12.0,2.3,0.0,0.0,2.3,3.7,19.5
41,Tom Boswell,PF,24.0,BOS,65.0,0.0,1149.0,5.8,11.2,0.518,0.0,0.0,0.0,5.8,11.2,0.518,2.9,3.9,0.756,3.7,5.4,9.0,2.2,0.8,0.4,3.0,6.4,14.5
42,Freddie Boyd,SG,27.0,NOJ,21.0,0.0,363.0,4.4,10.9,0.4,0.0,0.0,0.0,4.4,10.9,0.4,1.4,2.2,0.636,0.2,1.7,1.9,4.8,0.9,0.3,2.0,2.3,10.1
43,Alonzo Bradley,SF,24.0,HOU,43.0,0.0,798.0,5.9,13.7,0.428,0.0,0.0,0.0,5.9,13.7,0.428,1.9,2.7,0.729,1.1,3.4,4.5,2.4,0.7,0.3,2.5,3.7,13.7
44,Mike Bratz,PG,22.0,PHO,80.0,0.0,933.0,6.1,15.2,0.403,0.0,0.0,0.0,6.1,15.2,0.403,2.2,2.6,0.824,1.6,2.8,4.4,4.7,1.5,0.2,3.4,4.0,14.4
45,Jim Brewer,PF,26.0,CLE,80.0,0.0,1798.0,3.5,7.8,0.449,0.0,0.0,0.0,3.5,7.8,0.449,0.9,2.0,0.46,3.6,6.3,9.9,2.0,1.2,1.0,2.1,3.6,7.9
46,Junior Bridgeman,SF,24.0,MIL,82.0,0.0,1876.0,9.1,18.2,0.503,0.0,0.0,0.0,9.1,18.2,0.503,3.2,3.9,0.81,2.2,3.4,5.6,3.4,1.4,0.6,3.4,3.9,21.5
47,Allan Bristow,SF,26.0,SAS,82.0,0.0,1481.0,6.2,13.1,0.478,0.0,0.0,0.0,6.2,13.1,0.478,3.7,5.1,0.731,2.4,3.8,6.2,4.7,1.7,0.1,3.5,3.6,16.2
48,Wayman Britt,SG,25.0,DET,7.0,0.0,16.0,6.8,22.5,0.3,0.0,0.0,0.0,6.8,22.5,0.3,6.8,9.0,0.75,2.3,6.8,9.0,4.5,2.3,0.0,2.3,6.8,20.3
49,Gary Brokaw,SG,24.0,BUF,13.0,0.0,130.0,5.0,11.9,0.419,0.0,0.0,0.0,5.0,11.9,0.419,5.0,6.6,0.75,0.8,2.5,3.3,5.5,0.8,1.4,3.3,3.0,15.0
50,Fred Brown,SG,29.0,SEA,72.0,0.0,1965.0,9.3,19.1,0.488,0.0,0.0,0.0,9.3,19.1,0.488,3.2,3.6,0.898,1.1,2.3,3.4,4.4,2.0,0.5,3.0,2.7,21.8
51,John Brown,SF,26.0,ATL,75.0,0.0,1594.0,4.3,9.1,0.474,0.0,0.0,0.0,4.3,9.1,0.474,3.7,4.5,0.825,3.1,3.7,6.8,2.4,1.2,0.2,2.6,6.3,12.4
52,Joe Bryant,PF,23.0,PHI,81.0,0.0,1236.0,5.5,12.7,0.436,0.0,0.0,0.0,5.5,12.7,0.436,3.2,4.2,0.771,3.0,5.2,8.2,3.8,1.6,0.7,3.3,5.4,14.3
