b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 16, 1964",/boxscores/196410160PHI.html,Detroit Pistons,113,Philadelphia 76ers,125,Box Score,,,
"Sat, Oct 17, 1964",/boxscores/196410170BAL.html,San Francisco Warriors,101,Baltimore Bullets,121,Box Score,,,
"Sat, Oct 17, 1964",/boxscores/196410170BOS.html,Detroit Pistons,81,Boston Celtics,112,Box Score,,,
"Sat, Oct 17, 1964",/boxscores/196410170NYK.html,Los Angeles Lakers,113,New York Knicks,109,Box Score,,,
"Sat, Oct 17, 1964",/boxscores/196410170STL.html,Cincinnati Royals,91,St. Louis Hawks,94,Box Score,,,
"Sun, Oct 18, 1964",/boxscores/196410180CIN.html,San Francisco Warriors,108,Cincinnati Royals,117,Box Score,,,
"Tue, Oct 20, 1964",/boxscores/196410200CIN.html,Los Angeles Lakers,113,Cincinnati Royals,121,Box Score,,,
"Wed, Oct 21, 1964",/boxscores/196410210DET.html,San Francisco Warriors,104,Detroit Pistons,108,Box Score,,,
"Wed, Oct 21, 1964",/boxscores/196410210BAL.html,Los Angeles Lakers,108,Baltimore Bullets,105,Box Score,,,
"Thu, Oct 22, 1964",/boxscores/196410220BOS.html,Detroit Pistons,102,Boston Celtics,104,Box Score,,,"at Philadelphia, PA"
"Thu, Oct 22, 1964",/boxscores/196410220PHI.html,Baltimore Bullets,138,Philadelphia 76ers,135,Box Score,OT,,
"Fri, Oct 23, 1964",/boxscores/196410230SFW.html,Los Angeles Lakers,94,San Francisco Warriors,92,Box Score,,,
"Sat, Oct 24, 1964",/boxscores/196410240BOS.html,Baltimore Bullets,103,Boston Celtics,131,Box Score,,,
"Sat, Oct 24, 1964",/boxscores/196410240NYK.html,Detroit Pistons,118,New York Knicks,108,Box Score,OT,,
"Sat, Oct 24, 1964",/boxscores/196410240STL.html,Philadelphia 76ers,86,St. Louis Hawks,126,Box Score,,,
"Sun, Oct 25, 1964",/boxscores/196410250BAL.html,Boston Celtics,112,Baltimore Bullets,100,Box Score,,,
"Sun, Oct 25, 1964",/boxscores/196410250DET.html,New York Knicks,108,Detroit Pistons,95,Box Score,,,"at Cincinnati, OH"
