,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,ATL,David Thompson,NC State,8.0,509.0,16305.0,11264.0,1921.0,1631.0,0.504,0.277,0.778,32.0,22.1,3.8,3.2,50.8,0.15,2.1,16.8
2,2.0,LAL,Dave Meyers,UCLA,4.0,281.0,7471.0,3149.0,1771.0,652.0,0.461,0.2,0.676,26.6,11.2,6.3,2.3,13.4,0.086,-0.7,2.4
3,3.0,ATL,Marvin Webster,Morgan State University,9.0,579.0,12966.0,4137.0,4044.0,722.0,0.489,0.333,0.617,22.4,7.1,7.0,1.2,28.1,0.104,-0.1,6.2
4,4.0,PHO,Alvan Adams,Oklahoma,13.0,988.0,27203.0,13910.0,6937.0,4012.0,0.498,0.133,0.788,27.5,14.1,7.0,4.1,73.5,0.13,2.8,33.0
5,5.0,PHI,Darryl Dawkins,,14.0,726.0,17235.0,8733.0,4432.0,917.0,0.572,0.133,0.685,23.7,12.0,6.1,1.3,46.4,0.129,-0.2,7.8
6,6.0,POR,Lionel Hollins,Arizona State,10.0,673.0,18453.0,7809.0,1601.0,3006.0,0.444,0.149,0.741,27.4,11.6,2.4,4.5,22.9,0.059,-1.4,3.1
7,7.0,NOJ,Rich Kelley,Stanford,11.0,814.0,17711.0,6199.0,5678.0,2092.0,0.488,0.0,0.783,21.8,7.6,7.0,2.6,42.5,0.115,0.8,12.7
8,8.0,LAL,Junior Bridgeman,Louisville,12.0,849.0,21257.0,11517.0,2995.0,2066.0,0.475,0.244,0.846,25.0,13.6,3.5,2.4,45.0,0.102,-0.4,8.3
9,9.0,NYK,Gene Short,Jackson State University,1.0,34.0,222.0,84.0,48.0,10.0,0.352,0.0,0.625,6.5,2.5,1.4,0.3,-0.1,-0.025,-5.0,-0.2
10,10.0,KCK,Bill Robinzine,DePaul,7.0,529.0,11432.0,5541.0,3209.0,560.0,0.482,0.25,0.749,21.6,10.5,6.1,1.1,23.3,0.098,-1.8,0.5
11,11.0,HOU,Joe Meriweather,Southern Illinois,10.0,670.0,14807.0,5439.0,3764.0,603.0,0.511,0.333,0.687,22.1,8.1,5.6,0.9,27.6,0.09,-1.7,1.2
12,12.0,SEA,Frank Oleynick,Seattle University,2.0,102.0,1166.0,508.0,90.0,113.0,0.386,0.0,0.708,11.4,5.0,0.9,1.1,-0.1,-0.005,-4.8,-0.8
