,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Alex Abrines,SG,24.0,OKC,75.0,8.0,1134.0,5.0,12.7,0.395,3.7,9.7,0.38,1.4,3.1,0.443,1.7,2.0,0.848,1.1,3.9,5.0,1.2,1.7,0.4,1.1,5.4,15.4,0.0,116.0,110.0
1,Quincy Acy,PF,27.0,BRK,70.0,8.0,1359.0,4.6,13.0,0.356,3.6,10.4,0.349,1.0,2.6,0.384,1.8,2.1,0.817,1.4,7.8,9.2,2.0,1.2,1.0,2.1,5.3,14.7,0.0,99.0,110.0
2,Steven Adams,C,24.0,OKC,76.0,76.0,2487.0,8.9,14.2,0.629,0.0,0.0,0.0,8.9,14.2,0.631,3.2,5.7,0.559,7.7,6.0,13.7,1.8,1.8,1.6,2.6,4.3,21.1,0.0,125.0,107.0
3,Bam Adebayo,C,20.0,MIA,69.0,19.0,1368.0,6.4,12.5,0.512,0.0,0.3,0.0,6.4,12.2,0.523,4.7,6.6,0.721,4.3,9.7,14.0,3.7,1.2,1.5,2.4,5.1,17.5,0.0,116.0,105.0
4,Arron Afflalo,SG,32.0,ORL,53.0,3.0,682.0,4.7,11.6,0.401,1.9,5.0,0.386,2.7,6.6,0.413,1.6,1.9,0.846,0.3,4.5,4.7,2.2,0.3,0.6,1.5,4.0,12.8,0.0,98.0,115.0
5,Cole Aldrich,C,29.0,MIN,21.0,0.0,49.0,5.1,15.3,0.333,0.0,0.0,0.0,5.1,15.3,0.333,2.0,6.1,0.333,3.1,12.2,15.3,3.1,2.0,1.0,1.0,11.2,12.2,0.0,85.0,107.0
6,LaMarcus Aldridge,C,32.0,SAS,75.0,75.0,2509.0,13.8,27.1,0.51,0.5,1.9,0.293,13.3,25.3,0.526,6.7,8.0,0.837,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,0.0,118.0,105.0
7,Jarrett Allen,C,19.0,BRK,72.0,31.0,1441.0,7.9,13.4,0.589,0.2,0.5,0.333,7.7,12.9,0.599,3.8,5.0,0.776,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,0.0,119.0,108.0
8,Kadeem Allen,PG,25.0,BOS,18.0,1.0,107.0,2.8,10.3,0.273,0.0,5.1,0.0,2.8,5.1,0.545,3.3,4.2,0.778,1.9,3.3,5.1,5.6,1.4,0.9,4.2,7.0,8.9,0.0,78.0,106.0
9,Tony Allen,SF,36.0,NOP,22.0,0.0,273.0,7.7,15.9,0.484,0.7,2.1,0.333,7.0,13.8,0.506,1.9,3.7,0.524,3.5,4.7,8.2,1.6,1.9,0.5,3.3,8.6,18.0,0.0,95.0,110.0
10,Al-Farouq Aminu,PF,27.0,POR,69.0,67.0,2072.0,5.5,14.0,0.395,3.0,8.1,0.369,2.5,5.8,0.432,1.4,1.9,0.738,2.3,10.3,12.6,2.0,1.9,1.0,1.9,3.3,15.5,0.0,105.0,104.0
11,Justin Anderson,SF,24.0,PHI,38.0,0.0,519.0,8.1,18.7,0.431,3.2,9.5,0.33,4.9,9.2,0.535,2.6,3.5,0.737,2.3,6.3,8.6,2.3,1.4,0.6,1.5,5.0,21.9,0.0,110.0,107.0
12,Kyle Anderson,SF,24.0,SAS,74.0,67.0,1978.0,5.9,11.2,0.527,0.5,1.5,0.333,5.4,9.7,0.556,2.7,3.7,0.712,2.1,8.0,10.1,5.2,2.9,1.5,2.4,2.9,14.9,0.0,114.0,101.0
13,Ryan Anderson,PF,29.0,HOU,66.0,50.0,1725.0,5.9,13.7,0.431,3.7,9.7,0.386,2.2,4.0,0.539,2.1,2.7,0.774,2.7,6.8,9.4,1.7,0.7,0.6,1.2,3.6,17.6,0.0,121.0,109.0
14,Ike Anigbogu,C,19.0,IND,11.0,0.0,30.0,6.7,15.0,0.444,0.0,0.0,0.0,6.7,15.0,0.444,8.3,10.0,0.833,8.3,6.7,15.0,0.0,1.7,5.0,3.3,1.7,21.7,0.0,114.0,104.0
15,Giannis Antetokounmpo,PF,23.0,MIL,75.0,75.0,2756.0,13.4,25.4,0.529,0.8,2.5,0.307,12.6,22.8,0.554,8.8,11.6,0.76,2.8,10.8,13.6,6.5,2.0,1.9,4.0,4.2,36.4,0.0,116.0,106.0
16,Carmelo Anthony,PF,33.0,OKC,78.0,78.0,2501.0,9.4,23.2,0.404,3.4,9.4,0.357,6.0,13.8,0.437,2.9,3.8,0.767,1.3,7.7,9.0,2.0,0.9,1.0,2.0,3.9,25.0,0.0,104.0,109.0
17,OG Anunoby,SF,20.0,TOR,74.0,62.0,1481.0,5.4,11.5,0.471,2.4,6.6,0.371,3.0,5.0,0.604,1.3,2.1,0.629,1.5,4.7,6.1,1.8,1.7,0.5,1.5,4.3,14.6,0.0,113.0,108.0
18,Ryan Arcidiacono,PG,23.0,CHI,24.0,0.0,304.0,2.7,6.6,0.415,1.4,5.0,0.29,1.3,1.6,0.8,0.8,1.0,0.833,0.2,3.9,4.0,5.6,2.1,0.0,2.1,2.9,7.7,0.0,105.0,112.0
19,Trevor Ariza,SF,32.0,HOU,67.0,67.0,2269.0,5.8,14.1,0.412,3.7,10.0,0.368,2.1,4.1,0.519,1.6,1.9,0.854,0.7,5.7,6.4,2.3,2.1,0.3,1.1,2.9,17.0,0.0,114.0,107.0
21,Darrell Arthur,PF,29.0,DEN,19.0,1.0,141.0,7.7,16.5,0.468,2.8,8.1,0.348,4.9,8.4,0.583,0.7,1.1,0.667,1.1,4.2,5.3,3.2,2.8,1.1,5.3,7.7,19.0,0.0,90.0,109.0
22,Jamel Artis,SG,25.0,ORL,15.0,1.0,279.0,5.4,13.9,0.392,1.4,5.1,0.276,4.0,8.8,0.46,1.2,2.1,0.583,0.7,6.0,6.7,3.2,0.4,0.5,1.4,1.9,13.5,0.0,94.0,114.0
23,Omer Asik,C,31.0,TOT,18.0,0.0,182.0,2.4,5.8,0.409,0.0,0.0,0.0,2.4,5.8,0.409,1.1,3.4,0.308,2.4,10.0,12.4,0.8,0.5,1.1,2.4,5.3,5.8,0.0,76.0,110.0
24,Omer Asik,C,31.0,NOP,14.0,0.0,121.0,2.8,6.3,0.438,0.0,0.0,0.0,2.8,6.3,0.438,1.6,4.7,0.333,2.8,11.8,14.6,0.8,0.4,0.8,2.0,5.5,7.1,0.0,85.0,109.0
25,Omer Asik,C,31.0,CHI,4.0,0.0,61.0,1.6,4.8,0.333,0.0,0.0,0.0,1.6,4.8,0.333,0.0,0.8,0.0,1.6,6.4,8.0,0.8,0.8,1.6,3.2,4.8,3.2,0.0,52.0,112.0
26,D.J. Augustin,PG,30.0,ORL,75.0,36.0,1760.0,6.8,15.0,0.452,3.2,7.6,0.419,3.6,7.5,0.485,4.6,5.3,0.868,0.8,3.6,4.5,8.0,1.5,0.0,3.4,2.6,21.3,0.0,116.0,114.0
27,Luke Babbitt,SF,28.0,TOT,50.0,14.0,715.0,6.3,14.8,0.423,4.1,10.7,0.385,2.1,4.1,0.525,1.2,1.5,0.773,0.5,6.1,6.6,2.1,0.5,0.5,1.3,3.7,17.8,0.0,109.0,113.0
28,Luke Babbitt,SF,28.0,ATL,37.0,9.0,570.0,6.9,14.4,0.476,4.2,9.5,0.441,2.7,4.9,0.544,1.5,1.9,0.773,0.4,6.5,6.9,2.2,0.6,0.4,1.3,4.0,19.4,0.0,119.0,114.0
29,Luke Babbitt,SF,28.0,MIA,13.0,5.0,145.0,3.8,16.3,0.234,3.8,15.6,0.244,0.0,0.7,0.0,0.0,0.0,0.0,0.7,4.5,5.2,1.7,0.3,0.7,1.4,2.4,11.4,0.0,74.0,111.0
30,Dwayne Bacon,SG,22.0,CHO,53.0,6.0,713.0,4.9,13.1,0.375,0.8,2.9,0.256,4.2,10.2,0.409,1.4,1.7,0.8,0.3,8.2,8.5,2.6,1.1,0.1,1.6,3.1,12.0,0.0,88.0,111.0
