,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Zaid Abdul-Aziz,C,28.0,HOU,65.0,0.0,1450.0,7.6,17.3,0.437,0.0,0.0,0.0,7.6,17.3,0.437,5.1,6.5,0.783,5.0,10.7,15.7,2.7,1.2,2.4,0.0,4.1,20.2,0.0,0.0,96.0
1,Kareem Abdul-Jabbar*,C,27.0,MIL,65.0,0.0,2747.0,13.9,27.1,0.513,0.0,0.0,0.0,13.9,27.1,0.513,5.6,7.3,0.763,3.3,12.3,15.6,4.5,1.1,3.6,0.0,3.5,33.4,0.0,0.0,92.0
2,Don Adams,SF,27.0,DET,51.0,0.0,1376.0,4.4,10.9,0.403,0.0,0.0,0.0,4.4,10.9,0.403,1.6,2.7,0.577,2.2,6.3,8.5,2.6,2.4,0.7,0.0,6.2,10.4,0.0,0.0,98.0
3,Rick Adelman,PG,28.0,TOT,58.0,0.0,1074.0,5.2,12.3,0.423,0.0,0.0,0.0,5.2,12.3,0.423,3.1,4.4,0.709,1.1,3.0,4.0,4.7,3.0,0.3,0.0,4.3,13.5,0.0,0.0,97.0
4,Rick Adelman,PG,28.0,CHI,12.0,0.0,340.0,6.1,14.7,0.413,0.0,0.0,0.0,6.1,14.7,0.413,4.0,5.5,0.718,0.8,2.8,3.7,5.0,2.3,0.1,0.0,4.4,16.1,0.0,0.0,96.0
5,Rick Adelman,PG,28.0,NOJ,28.0,0.0,613.0,4.8,11.4,0.421,0.0,0.0,0.0,4.8,11.4,0.421,2.9,4.2,0.695,0.9,3.0,3.9,4.9,3.4,0.4,0.0,4.2,12.5,0.0,0.0,98.0
6,Rick Adelman,PG,28.0,KCO,18.0,0.0,121.0,4.9,10.6,0.464,0.0,0.0,0.0,4.9,10.6,0.464,1.5,1.9,0.8,2.3,3.0,5.3,3.0,2.7,0.4,0.0,4.6,11.4,0.0,0.0,98.0
7,Lucius Allen,PG,27.0,TOT,66.0,0.0,2353.0,9.9,22.6,0.437,0.0,0.0,0.0,9.9,22.6,0.437,4.6,5.9,0.778,1.7,3.6,5.4,7.2,2.6,0.6,0.0,4.2,24.3,0.0,0.0,100.0
8,Lucius Allen,PG,27.0,MIL,10.0,0.0,342.0,9.3,22.5,0.415,0.0,0.0,0.0,9.3,22.5,0.415,4.3,5.1,0.838,1.2,3.0,4.3,7.3,1.9,0.1,0.0,3.2,23.0,0.0,0.0,100.0
9,Lucius Allen,PG,27.0,LAL,56.0,0.0,2011.0,9.9,22.6,0.44,0.0,0.0,0.0,9.9,22.6,0.44,4.6,6.0,0.77,1.8,3.7,5.5,7.2,2.7,0.6,0.0,4.4,24.5,0.0,0.0,100.0
10,Dan Anderson,SG,24.0,POR,43.0,0.0,453.0,4.8,10.6,0.448,0.0,0.0,0.0,4.8,10.6,0.448,2.6,3.0,0.867,0.8,2.1,2.9,8.2,1.6,0.1,0.0,4.5,12.1,0.0,0.0,102.0
11,Tiny Archibald*,PG,26.0,KCO,82.0,0.0,3244.0,10.8,23.6,0.456,0.0,0.0,0.0,10.8,23.6,0.456,9.2,10.6,0.872,0.7,2.5,3.1,7.9,1.7,0.1,0.0,2.7,30.8,0.0,0.0,100.0
12,Jim Ard,C,26.0,BOS,59.0,0.0,719.0,5.6,16.7,0.335,0.0,0.0,0.0,5.6,16.7,0.335,3.0,4.1,0.738,3.7,8.8,12.5,2.5,0.8,2.0,0.0,6.0,14.2,0.0,0.0,94.0
13,Dennis Awtrey,C,26.0,PHO,82.0,0.0,2837.0,5.5,11.7,0.47,0.0,0.0,0.0,5.5,11.7,0.47,2.1,3.2,0.677,3.9,7.5,11.4,5.5,1.0,0.8,0.0,3.7,13.1,0.0,0.0,99.0
14,Gus Bailey,SG,23.0,HOU,47.0,0.0,446.0,5.3,13.2,0.405,0.0,0.0,0.0,5.3,13.2,0.405,2.1,4.3,0.488,2.4,6.2,8.6,6.2,1.8,1.7,0.0,5.4,12.8,0.0,0.0,98.0
15,Mike Bantom,SF,23.0,PHO,82.0,0.0,2239.0,8.6,18.6,0.461,0.0,0.0,0.0,8.6,18.6,0.461,3.8,5.3,0.714,4.3,7.0,11.4,3.3,1.3,1.0,0.0,5.6,21.0,0.0,0.0,98.0
16,Jim Barnett,SG,30.0,TOT,73.0,0.0,1776.0,7.2,16.4,0.437,0.0,0.0,0.0,7.2,16.4,0.437,5.0,6.0,0.836,1.5,3.0,4.5,4.4,1.2,0.4,0.0,4.0,19.3,0.0,0.0,102.0
17,Jim Barnett,SG,30.0,NOJ,45.0,0.0,1238.0,7.6,17.0,0.448,0.0,0.0,0.0,7.6,17.0,0.448,5.5,6.7,0.83,1.6,2.9,4.5,4.9,1.2,0.6,0.0,3.9,20.8,0.0,0.0,102.0
18,Jim Barnett,SG,30.0,NYK,28.0,0.0,538.0,6.1,14.9,0.407,0.0,0.0,0.0,6.1,14.9,0.407,3.7,4.3,0.86,1.3,3.1,4.4,3.4,1.0,0.0,0.0,4.4,15.8,0.0,0.0,102.0
19,Rick Barry*,SF,30.0,GSW,80.0,0.0,3235.0,14.2,30.6,0.464,0.0,0.0,0.0,14.2,30.6,0.464,5.4,6.0,0.904,1.3,5.0,6.3,6.8,3.1,0.5,0.0,3.1,33.8,0.0,0.0,97.0
20,Butch Beard,PG,27.0,GSW,82.0,0.0,2521.0,7.2,13.7,0.528,0.0,0.0,0.0,7.2,13.7,0.528,4.1,4.9,0.832,2.1,3.5,5.6,6.1,2.3,0.2,0.0,5.3,18.6,0.0,0.0,100.0
21,Zelmo Beaty*,C,35.0,LAL,69.0,0.0,1213.0,5.1,11.5,0.439,0.0,0.0,0.0,5.1,11.5,0.439,4.0,5.0,0.8,3.5,8.7,12.2,2.8,1.7,1.1,0.0,4.8,14.1,0.0,0.0,98.0
22,Ron Behagen,PF,24.0,KCO,81.0,0.0,2205.0,6.9,17.4,0.399,0.0,0.0,0.0,6.9,17.4,0.399,4.1,5.5,0.754,3.0,9.3,12.3,3.2,1.3,0.9,0.0,6.3,18.0,0.0,0.0,96.0
23,Dennis Bell,SF,23.0,NYK,52.0,0.0,465.0,6.8,18.1,0.376,0.0,0.0,0.0,6.8,18.1,0.376,2.0,3.6,0.556,4.8,5.7,10.5,2.5,2.2,0.9,0.0,5.4,15.6,0.0,0.0,97.0
