,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,CHP,Walt Bellamy,Indiana,14.0,1043.0,38940.0,20941.0,14241.0,2544.0,0.516,0.0,0.632,37.3,20.1,13.7,2.4,130.0,0.16,-0.2,1.1
2,2.0,NYK,Tom Stith,St. Bonaventure,1.0,25.0,209.0,77.0,39.0,18.0,0.336,0.0,0.3,8.4,3.1,1.6,0.7,-0.6,-0.143,0.0,0.0
3,3.0,CIN,Larry Siegfried,Ohio State,9.0,550.0,13632.0,5960.0,1567.0,1950.0,0.409,0.0,0.854,24.8,10.8,2.8,3.5,33.1,0.116,0.0,0.0
4,4.0,DET,Ray Scott,University of Portland,9.0,684.0,21339.0,10184.0,7154.0,1618.0,0.405,0.0,0.72,31.2,14.9,10.5,2.4,30.8,0.069,0.0,0.0
5,5.0,LAL,Wayne Yates,Memphis,1.0,37.0,263.0,72.0,94.0,16.0,0.295,0.0,0.455,7.1,1.9,2.5,0.4,-0.5,-0.085,0.0,0.0
6,6.0,SYR,Ben Warley,Tennessee State,5.0,288.0,4656.0,1767.0,1524.0,204.0,0.413,0.0,0.724,16.2,6.1,5.3,0.7,8.0,0.083,0.0,0.0
7,7.0,PHW,Tom Meschery,Saint Mary's,10.0,778.0,23459.0,9904.0,6698.0,1331.0,0.441,0.0,0.745,30.2,12.7,8.6,1.7,43.6,0.089,0.0,0.0
8,8.0,STL,Cleo Hill,Winston-Salem State,1.0,58.0,1050.0,320.0,178.0,114.0,0.346,0.0,0.774,18.1,5.5,3.1,2.0,0.3,0.015,0.0,0.0
9,9.0,BOS,Gary Phillips,Houston,5.0,348.0,6932.0,2319.0,903.0,665.0,0.37,0.0,0.629,19.9,6.7,2.6,1.9,2.3,0.016,0.0,0.0
12,10.0,NYK,Whitey Martin,St. Bonaventure,1.0,66.0,1018.0,227.0,158.0,115.0,0.325,0.0,0.673,15.4,3.4,2.4,1.7,-0.5,-0.022,0.0,0.0
13,11.0,CIN,Bob Wiesenhahn,Cincinnati,1.0,60.0,326.0,119.0,112.0,23.0,0.317,0.0,0.567,5.4,2.0,1.9,0.4,-0.7,-0.107,0.0,0.0
14,12.0,DET,Johnny Egan,Providence,11.0,712.0,14448.0,5521.0,1294.0,2102.0,0.429,0.0,0.805,20.3,7.8,1.8,3.0,23.7,0.079,0.0,0.0
15,13.0,LAL,Fred Sawyer,Louisville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14.0,SYR,Chris Smith,Virginia Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
