,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,MIN,Karl-Anthony Towns,Kentucky,5.0,358.0,12307.0,8113.0,4209.0,992.0,0.534,0.396,0.831,34.4,22.7,11.8,2.8,50.4,0.197,4.8,21.1
2,2.0,LAL,D'Angelo Russell,Ohio State,5.0,317.0,9204.0,5532.0,1176.0,1666.0,0.42,0.356,0.772,29.0,17.5,3.7,5.3,8.4,0.044,0.3,5.5
3,3.0,PHI,Jahlil Okafor,Duke,5.0,220.0,4480.0,2421.0,1103.0,212.0,0.538,0.222,0.675,20.4,11.0,5.0,1.0,6.6,0.07,-1.9,0.1
4,4.0,NYK,Kristaps Porziņģis,,4.0,243.0,7578.0,4476.0,1857.0,350.0,0.434,0.358,0.803,31.2,18.4,7.6,1.4,17.3,0.109,1.2,6.0
5,5.0,ORL,Mario Hezonja,,5.0,330.0,6107.0,2284.0,1026.0,415.0,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2
6,6.0,SAC,Willie Cauley-Stein,Kentucky,5.0,349.0,8187.0,3361.0,2194.0,553.0,0.539,0.211,0.611,23.5,9.6,6.3,1.6,20.3,0.119,0.1,4.3
7,7.0,DEN,Emmanuel Mudiay,,5.0,300.0,7176.0,3296.0,884.0,1139.0,0.401,0.323,0.744,23.9,11.0,2.9,3.8,-0.2,-0.001,-3.2,-2.2
8,8.0,DET,Stanley Johnson,Arizona,5.0,310.0,6310.0,2045.0,1001.0,443.0,0.374,0.293,0.755,20.4,6.6,3.2,1.4,3.4,0.026,-2.9,-1.4
9,9.0,CHO,Frank Kaminsky,Wisconsin,5.0,321.0,7029.0,3136.0,1298.0,527.0,0.422,0.347,0.75,21.9,9.8,4.0,1.6,12.4,0.085,-0.6,2.5
10,10.0,MIA,Justise Winslow,Duke,5.0,241.0,6848.0,2181.0,1295.0,657.0,0.417,0.337,0.646,28.4,9.0,5.4,2.7,7.7,0.054,-1.8,0.3
