,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,NYK,Cazzie Russell,Michigan,12.0,817.0,22213.0,12377.0,3068.0,1838.0,0.464,0.0,0.827,27.2,15.1,3.8,2.2,51.7,0.112,-0.5,3.3
2,2.0,DET,Dave Bing,Syracuse,12.0,901.0,32769.0,18327.0,3420.0,5397.0,0.441,0.0,0.775,36.4,20.3,3.8,6.0,68.8,0.101,-0.3,5.6
3,3.0,SFW,Clyde Lee,Vanderbilt,10.0,742.0,19885.0,5733.0,7626.0,788.0,0.432,0.0,0.614,26.8,7.7,10.3,1.1,33.5,0.081,-2.3,-0.4
4,4.0,STL,Lou Hudson,Minnesota,13.0,890.0,29794.0,17940.0,3926.0,2432.0,0.489,0.0,0.797,33.5,20.2,4.4,2.7,81.0,0.131,0.4,6.8
5,5.0,BAL,Jack Marin,Duke,11.0,849.0,24590.0,12541.0,4405.0,1813.0,0.465,0.0,0.843,29.0,14.8,5.2,2.1,59.3,0.116,-1.7,0.5
6,6.0,CIN,Walt Wesley,Kansas,10.0,590.0,10306.0,5002.0,3243.0,385.0,0.434,0.0,0.63,17.5,8.5,5.5,0.7,9.5,0.044,-2.7,-0.1
7,7.0,LAL,Jerry Chambers,Utah,4.0,239.0,3691.0,1931.0,739.0,182.0,0.442,0.0,0.747,15.4,8.1,3.1,0.8,2.8,0.037,0.0,0.0
8,8.0,BOS,Jim Barnett,Oregon,11.0,732.0,17410.0,8536.0,2259.0,2232.0,0.435,0.0,0.797,23.8,11.7,3.1,3.0,33.2,0.092,-1.1,1.1
9,9.0,PHI,Matt Guokas,Saint Joseph's,10.0,735.0,16603.0,4285.0,1446.0,2174.0,0.489,0.0,0.727,22.6,5.8,2.0,3.0,26.7,0.077,-1.8,0.2
10,10.0,CHI,Dave Schellhase,Purdue,2.0,73.0,513.0,208.0,76.0,60.0,0.349,0.0,0.567,7.0,2.8,1.0,0.8,-0.6,-0.061,0.0,0.0
13,11.0,NYK,Henry Akin,Morehead State University,2.0,86.0,712.0,304.0,177.0,39.0,0.351,0.0,0.676,8.3,3.5,2.1,0.5,-1.2,-0.084,0.0,0.0
14,12.0,DET,Dorie Murrey,Detroit Mercy,6.0,357.0,4486.0,1683.0,1555.0,226.0,0.425,0.0,0.679,12.6,4.7,4.4,0.6,6.5,0.07,0.0,0.0
15,13.0,SFW,Joe Ellis,San Francisco,8.0,524.0,10374.0,4623.0,2686.0,716.0,0.398,0.0,0.727,19.8,8.8,5.1,1.4,5.0,0.023,-4.0,-0.3
16,14.0,STL,Dick Snyder,Davidson,13.0,964.0,25676.0,11755.0,2732.0,2767.0,0.488,0.0,0.824,26.6,12.2,2.8,2.9,58.3,0.109,0.1,5.4
17,15.0,BAL,Neil Johnson,Creighton,4.0,202.0,2263.0,798.0,685.0,217.0,0.426,0.0,0.613,11.2,4.0,3.4,1.1,2.0,0.042,0.0,0.0
18,16.0,CIN,Jerry Lee Wells,Oklahoma City University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17.0,LAL,Hank Finkel,Dayton,9.0,551.0,6866.0,2790.0,2151.0,426.0,0.449,0.0,0.662,12.5,5.1,3.9,0.8,13.5,0.094,-3.0,-0.2
20,18.0,BOS,Leon Clark,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19.0,PHI,Bill Melchionni,Villanova,2.0,144.0,1450.0,640.0,202.0,203.0,0.412,0.0,0.673,10.1,4.4,1.4,1.4,1.0,0.033,0.0,0.0
22,20.0,CHI,Erwin Mueller,San Francisco,6.0,425.0,9541.0,3248.0,2050.0,853.0,0.429,0.0,0.627,22.4,7.6,4.8,2.0,9.6,0.048,0.0,0.0
25,21.0,NYK,Stew Johnson,Murray State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,22.0,DET,Ollie Darden,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,23.0,SFW,Stephen Chubin,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,24.0,STL,Tommy Kron,Kentucky,3.0,184.0,3139.0,1193.0,603.0,518.0,0.389,0.0,0.753,17.1,6.5,3.3,2.8,1.8,0.028,0.0,0.0
29,25.0,BAL,Dave Wagnon,Idaho State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,26.0,CIN,Jim Ware,Oklahoma City University,2.0,63.0,429.0,143.0,146.0,13.0,0.284,0.0,0.647,6.8,2.3,2.3,0.2,-1.1,-0.125,0.0,0.0
31,27.0,LAL,John Block,USC,10.0,597.0,14316.0,7106.0,3965.0,805.0,0.433,0.0,0.778,24.0,11.9,6.6,1.3,32.7,0.11,-0.8,0.8
32,28.0,BOS,Gary Turner,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,29.0,PHI,Donnie Freeman,Illinois,1.0,64.0,1480.0,689.0,180.0,171.0,0.434,0.0,0.819,23.1,10.8,2.8,2.7,2.4,0.078,-1.5,0.2
34,30.0,CHI,Ed Bodkin,Eastern Kentucky University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,31.0,NYK,Lee DeFore,Auburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,32.0,DET,Jeffrey Congdon,BYU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,33.0,SFW,Stephen Vacendak,Duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,34.0,STL,Bob McIntyre,St. John's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,35.0,BAL,George Peeples,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,36.0,CIN,Charles Schmaus,Virginia Military Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,37.0,LAL,Archie Clark,Minnesota,10.0,725.0,23581.0,11819.0,2427.0,3498.0,0.48,0.0,0.769,32.5,16.3,3.3,4.8,64.7,0.132,-0.4,2.4
44,38.0,BOS,Johnny Austin,Boston College,1.0,4.0,61.0,23.0,7.0,4.0,0.227,0.0,0.813,15.3,5.8,1.8,1.0,-0.1,-0.043,0.0,0.0
45,39.0,PHI,Ken Wilburn,Central State University,1.0,7.0,40.0,18.0,13.0,3.0,0.471,0.0,0.25,5.7,2.6,1.9,0.4,0.0,0.038,0.0,0.0
46,40.0,CHI,Jim Williams,Temple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
