,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,SAS,David Robinson,United States Naval Academy,14.0,987.0,34271.0,20790.0,10497.0,2441.0,0.518,0.25,0.736,34.7,21.1,10.6,2.5,178.7,0.25,7.5,82.0
2,2.0,PHO,Armen Gilliam,UNLV,13.0,929.0,26421.0,12700.0,6401.0,1088.0,0.489,0.0,0.776,28.4,13.7,6.9,1.2,58.1,0.106,-0.7,8.8
3,3.0,NJN,Dennis Hopson,Ohio State,5.0,334.0,7509.0,3633.0,939.0,539.0,0.431,0.271,0.765,22.5,10.9,2.8,1.6,7.1,0.046,-1.7,0.7
4,4.0,LAC,Reggie Williams,Georgetown,10.0,599.0,16013.0,7508.0,2393.0,1492.0,0.437,0.298,0.784,26.7,12.5,4.0,2.5,26.0,0.078,0.2,8.9
5,5.0,SEA,Scottie Pippen,University of Central Arkansas,17.0,1178.0,41069.0,18940.0,7494.0,6135.0,0.473,0.326,0.704,34.9,16.1,6.4,5.2,125.1,0.146,4.1,63.2
6,6.0,SAC,Kenny Smith,UNC,10.0,737.0,22213.0,9397.0,1454.0,4073.0,0.48,0.399,0.829,30.1,12.8,2.0,5.5,46.8,0.101,0.0,11.2
7,7.0,CLE,Kevin Johnson,California,12.0,735.0,25061.0,13127.0,2404.0,6711.0,0.493,0.305,0.841,34.1,17.9,3.3,9.1,92.8,0.178,3.9,37.3
8,8.0,CHI,Olden Polynice,Virginia,15.0,1058.0,24884.0,8265.0,7110.0,744.0,0.505,0.192,0.535,23.5,7.8,6.7,0.7,46.8,0.09,-2.3,-1.9
9,9.0,SEA,Derrick McKey,Alabama,15.0,937.0,27229.0,10266.0,4387.0,2254.0,0.486,0.316,0.779,29.1,11.0,4.7,2.4,61.8,0.109,1.0,20.4
10,10.0,CHI,Horace Grant,Clemson,17.0,1165.0,38621.0,12996.0,9443.0,2575.0,0.509,0.063,0.692,33.2,11.2,8.1,2.2,118.2,0.147,1.4,33.1
11,11.0,IND,Reggie Miller,UCLA,18.0,1389.0,47619.0,25279.0,4182.0,4141.0,0.471,0.395,0.888,34.3,18.2,3.0,3.0,174.4,0.176,3.5,66.1
12,12.0,WSB,Muggsy Bogues,Wake Forest,14.0,889.0,25429.0,6858.0,2318.0,6726.0,0.458,0.278,0.827,28.6,7.7,2.6,7.6,54.0,0.102,0.8,17.9
13,13.0,LAC,Joe Wolf,UNC,11.0,592.0,9636.0,2485.0,1933.0,596.0,0.423,0.164,0.77,16.3,4.2,3.3,1.0,3.5,0.017,-4.8,-6.7
14,14.0,GSW,Tellis Frank,Western Kentucky,5.0,264.0,4703.0,1710.0,1022.0,276.0,0.439,0.0,0.741,17.8,6.5,3.9,1.0,4.0,0.041,-4.1,-2.5
15,15.0,UTA,José Ortiz,Oregon State,2.0,64.0,391.0,183.0,73.0,18.0,0.443,0.333,0.596,6.1,2.9,1.1,0.3,0.0,0.002,-6.4,-0.4
16,16.0,PHI,Chris Welp,Washington,3.0,109.0,1173.0,359.0,265.0,43.0,0.446,0.0,0.681,10.8,3.3,2.4,0.4,1.0,0.042,-5.0,-0.9
17,17.0,POR,Ronnie Murphy,Jacksonville University,1.0,18.0,89.0,36.0,11.0,6.0,0.286,0.25,0.636,4.9,2.0,0.6,0.3,-0.2,-0.13,-11.5,-0.2
