,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,NOH,Anthony Davis,Kentucky,8.0,528.0,18239.0,12677.0,5483.0,1182.0,0.515,0.319,0.802,34.5,24.0,10.4,2.2,83.1,0.219,6.3,38.1
2,2.0,CHA,Michael Kidd-Gilchrist,Kentucky,8.0,446.0,10978.0,3750.0,2420.0,515.0,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6
3,3.0,WAS,Bradley Beal,Florida,8.0,545.0,18832.0,11425.0,2169.0,2171.0,0.452,0.38,0.807,34.6,21.0,4.0,4.0,41.5,0.106,1.6,17.0
4,4.0,CLE,Dion Waiters,Syracuse,8.0,419.0,11835.0,5505.0,1108.0,1163.0,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4
5,5.0,SAC,Thomas Robinson,Kansas,5.0,313.0,4204.0,1528.0,1507.0,190.0,0.47,0.0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6
6,6.0,POR,Damian Lillard,Weber State,8.0,615.0,22381.0,14887.0,2573.0,4009.0,0.437,0.373,0.889,36.4,24.2,4.2,6.5,81.9,0.176,4.7,37.8
7,7.0,GSW,Harrison Barnes,UNC,8.0,612.0,19074.0,8368.0,3000.0,989.0,0.448,0.375,0.796,31.2,13.7,4.9,1.6,34.3,0.086,-1.0,4.5
8,8.0,TOR,Terrence Ross,Washington,8.0,561.0,13831.0,6179.0,1588.0,617.0,0.42,0.37,0.828,24.7,11.0,2.8,1.1,22.2,0.077,-0.5,5.2
9,9.0,DET,Andre Drummond,UConn,8.0,599.0,18590.0,8671.0,8288.0,778.0,0.542,0.146,0.461,31.0,14.5,13.8,1.3,60.6,0.156,1.5,16.3
10,10.0,NOH,Austin Rivers,Duke,8.0,552.0,13517.0,5053.0,1163.0,1267.0,0.418,0.348,0.644,24.5,9.2,2.1,2.3,11.5,0.041,-3.1,-3.6
11,11.0,POR,Meyers Leonard,Illinois,8.0,444.0,7129.0,2492.0,1730.0,393.0,0.482,0.39,0.811,16.1,5.6,3.9,0.9,15.5,0.104,-1.4,1.1
12,12.0,HOU,Jeremy Lamb,UConn,8.0,481.0,10196.0,5032.0,1788.0,770.0,0.444,0.339,0.851,21.2,10.5,3.7,1.6,23.4,0.11,0.7,7.0
13,13.0,PHO,Kendall Marshall,UNC,4.0,160.0,3083.0,802.0,253.0,779.0,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1
14,14.0,MIL,John Henson,UNC,8.0,445.0,8752.0,3383.0,2368.0,496.0,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.4,3.4
15,15.0,PHI,Maurice Harkless,St. John's,8.0,537.0,12384.0,3848.0,1997.0,505.0,0.478,0.325,0.612,23.1,7.2,3.7,0.9,21.9,0.085,-0.5,4.7
16,16.0,HOU,Royce White,Iowa State,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-16.9,0.0
17,17.0,DAL,Tyler Zeller,UNC,8.0,414.0,7254.0,2873.0,1820.0,367.0,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2.0,0.0
18,18.0,HOU,Terrence Jones,Kentucky,6.0,234.0,5562.0,2431.0,1334.0,238.0,0.501,0.297,0.621,23.8,10.4,5.7,1.0,14.7,0.127,0.5,3.6
19,19.0,ORL,Andrew Nicholson,St. Bonaventure,5.0,285.0,4080.0,1700.0,857.0,126.0,0.467,0.321,0.773,14.3,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6
20,20.0,DEN,Evan Fournier,,8.0,523.0,14858.0,7378.0,1433.0,1360.0,0.449,0.375,0.807,28.4,14.1,2.7,2.6,24.0,0.078,-1.1,3.2
21,21.0,BOS,Jared Sullinger,Ohio State,5.0,269.0,6532.0,2893.0,2006.0,477.0,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7
22,22.0,BOS,Fab Melo,Syracuse,1.0,6.0,36.0,7.0,3.0,0.0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-7.6,-0.1
23,23.0,ATL,John Jenkins,Vanderbilt,6.0,171.0,2183.0,855.0,250.0,138.0,0.441,0.367,0.847,12.8,5.0,1.5,0.8,3.0,0.065,-1.9,0.1
24,24.0,CLE,Jared Cunningham,Oregon State,4.0,84.0,605.0,197.0,56.0,39.0,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6
25,25.0,MEM,Tony Wroten,Washington,4.0,145.0,3076.0,1604.0,363.0,437.0,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-3.4,-1.1
26,26.0,IND,Miles Plumlee,Duke,7.0,346.0,5658.0,1697.0,1562.0,178.0,0.542,0.0,0.543,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2
27,27.0,MIA,Arnett Moultrie,Mississippi State,2.0,59.0,729.0,210.0,180.0,12.0,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1
28,28.0,OKC,Perry Jones,Baylor,3.0,143.0,1675.0,488.0,252.0,54.0,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6
29,29.0,CHI,Marquis Teague,Kentucky,3.0,91.0,909.0,217.0,90.0,134.0,0.343,0.222,0.661,10.0,2.4,1.0,1.5,-0.9,-0.045,-6.5,-1.0
30,30.0,GSW,Festus Ezeli,Vanderbilt,3.0,170.0,2394.0,712.0,725.0,63.0,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-2.0,0.0
33,31.0,CHA,Jeffery Taylor,Vanderbilt,3.0,132.0,2566.0,807.0,263.0,107.0,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-4.2,-1.5
34,32.0,WAS,Tomáš Satoranský,,4.0,275.0,6404.0,2031.0,849.0,1131.0,0.469,0.369,0.817,23.3,7.4,3.1,4.1,13.8,0.103,-0.6,2.3
35,33.0,CLE,Bernard James,Florida State,3.0,92.0,761.0,203.0,212.0,13.0,0.497,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,0.0
36,34.0,CLE,Jae Crowder,Marquette,8.0,608.0,15028.0,5821.0,2505.0,931.0,0.421,0.34,0.778,24.7,9.6,4.1,1.5,32.5,0.104,0.1,8.1
37,35.0,GSW,Draymond Green,Michigan State,8.0,576.0,16201.0,5170.0,3966.0,2855.0,0.435,0.319,0.71,28.1,9.0,6.9,5.0,44.4,0.132,2.8,19.5
38,36.0,SAC,Orlando Johnson,UC Santa Barbara,3.0,103.0,1112.0,329.0,180.0,69.0,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1
39,37.0,TOR,Quincy Acy,Baylor,7.0,337.0,5392.0,1642.0,1179.0,217.0,0.444,0.35,0.759,16.0,4.9,3.5,0.6,8.7,0.078,-2.0,-0.1
40,38.0,DEN,Quincy Miller,Baylor,3.0,69.0,934.0,295.0,169.0,37.0,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5
41,39.0,DET,Khris Middleton,Texas A&M,8.0,517.0,16282.0,8426.0,2404.0,1733.0,0.458,0.392,0.876,31.5,16.3,4.6,3.4,38.9,0.115,0.5,10.4
42,40.0,POR,Will Barton,Memphis,8.0,496.0,12110.0,5492.0,2089.0,1248.0,0.434,0.347,0.786,24.4,11.1,4.2,2.5,20.6,0.082,0.0,6.2
43,41.0,POR,Tyshawn Taylor,Kansas,2.0,61.0,491.0,174.0,33.0,57.0,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8
44,42.0,MIL,Doron Lamb,Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.8,-1.2
45,43.0,ATL,Mike Scott,Virginia,8.0,504.0,8330.0,3523.0,1607.0,459.0,0.459,0.364,0.759,16.5,7.0,3.2,0.9,15.8,0.091,-1.6,0.8
46,44.0,DET,Kim English,Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
